Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-RC-005-01-04,CAT-RC-005,CAT-RC-005,Valuation & Financial Modeling Services,"Build valuation models and financial analyses (DCF, comps, scenarios) to support investment decisions, pricing, or planning. The primary frontline role is a Valuation Analyst. SLAs commonly include model accuracy checks, version-control discipline, and delivery to agreed timelines.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-006-01-01,CAT-RC-006,CAT-RC-006,Fraud Investigation & Case Management,"Investigate suspected fraud cases including transaction analysis, evidence gathering, case documentation, and coordination with law enforcement or regulators. The primary frontline role is a Fraud Investigator. Typical unit of output is a completed investigation. SLAs focus on case cycle time, documentation quality, and recovery/prevention outcomes.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-006-01-02,CAT-RC-006,CAT-RC-006,Sanctions Screening & List Management,"Screen transactions, customers, and counterparties against sanctions lists (OFAC, EU, UN); manage alerts, escalations, and false positive dispositions. The primary frontline role is a Sanctions Screening Analyst. Typical unit of output is a screened transaction or resolved alert. SLAs focus on screening throughput, alert resolution time, and false positive rate.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-007-01-01,CAT-RC-007,CAT-RC-007,Audit Planning & Fieldwork Support,"Provide audit support for planning, sampling, walkthroughs, and fieldwork documentation under an audit manager’s methodology. The primary frontline role is an Audit Associate. SLAs commonly include fieldwork milestone adherence, workpaper completeness, and issue response times.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-007-01-02,CAT-RC-007,CAT-RC-007,Continuous Controls Monitoring Services,"Operate automated controls monitoring tools that analyze transaction data for anomalies, policy violations, and control breakdowns on a continuous basis. The primary frontline role is a Controls Monitoring Analyst. Typical unit of output is a monitoring alert review or exception report. SLAs focus on alert review turnaround, false positive rate, and coverage completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-007-01-03,CAT-RC-007,CAT-RC-007,Internal Audit Co-Sourcing Services,"Provide co-sourced internal audit services including audit planning, fieldwork execution, testing, and reporting under client audit standards. The primary frontline role is an Internal Auditor. SLAs include audit cycle time, workpaper quality, and issue validation accuracy.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-007-01-04,CAT-RC-007,CAT-RC-007,Internal Controls Testing & SOX Support,"Execute internal controls testing and SOX evidence collection by running test scripts, documenting results, and tracking remediation items. The primary frontline role is an Internal Controls Tester. SLAs typically include test completion timeliness, documentation quality, and exception remediation cycle time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-007-01-05,CAT-RC-007,CAT-RC-007,SOX Testing & Compliance Support,"Support SOX compliance through control testing, evidence collection, deficiency documentation, and remediation tracking. The primary frontline role is a SOX Analyst. SLAs include testing completion timeliness, evidence completeness, and deficiency closure rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-01,CAT-RC-008,CAT-RC-008,Contract Lifecycle Management (CLM) Administration,"Administer CLM workflows including intake, template selection, clause library use, routing, redline coordination, and executed contract filing. Primary frontline role is a Contract Administrator. Output unit is a contract processed; SLAs include turnaround time, version control accuracy, and approval cycle time.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-02,CAT-RC-008,CAT-RC-008,Corporate Entity Management Services,"Maintain corporate records, coordinate statutory filings, and manage director/officer ledgers to ensure global entities remain in good standing. The primary frontline role is an Entity Management Coordinator. SLAs commonly include filing timeliness, database accuracy, and compliance reporting availability.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-03,CAT-RC-008,CAT-RC-008,Intellectual Property Administration Services,"Manage IP portfolio operations including patent/trademark docketing, filing deadlines, renewal tracking, and prosecution support. The primary frontline role is an IP Paralegal / Docketing Specialist. Typical unit of output is a managed IP filing or docketing action. SLAs focus on deadline compliance, filing accuracy, and portfolio coverage.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-04,CAT-RC-008,CAT-RC-008,Investigation Case Support & Evidence Management,"Support internal investigations by managing evidence intake, interview scheduling, case notes, and secure documentation repositories with access controls. Primary frontline role is an Investigations Coordinator. Output unit is a case packet maintained/closed; SLAs include timeliness, confidentiality compliance, and documentation completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-05,CAT-RC-008,CAT-RC-008,Legal Case Management Services,"Provide managed legal support workflows such as matter intake, document organization, deadline tracking, and coordination with outside counsel. The primary frontline role is a Paralegal. SLAs include case turnaround time, documentation accuracy, and compliance with filing deadlines.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-06,CAT-RC-008,CAT-RC-008,Legal Contract Review & CLM Support,"Review and process commercial contracts, manage redlines and clause libraries, and maintain CLM records and metadata. The primary frontline role is an LPO Paralegal or Contract Analyst. SLAs typically include contract turnaround time, review accuracy, and CLM data completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-07,CAT-RC-008,CAT-RC-008,Legal Intake Triage & Matter Management,"Operate legal intake channels, triage requests, assign matters, and maintain matter metadata and status updates in matter management tools. Primary frontline role is a Legal Operations Coordinator. Output unit is a matter opened/updated; SLAs include triage response time and data accuracy/completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-08,CAT-RC-008,CAT-RC-008,Legal Research & Paralegal Services,"Conduct legal research, prepare memoranda, manage filings, and provide paralegal support to in-house legal teams across practice areas. The primary frontline role is a Paralegal / Legal Researcher. Typical unit of output is a research memo or filing. SLAs focus on research turnaround, filing accuracy, and deadline compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-09,CAT-RC-008,CAT-RC-008,eDiscovery & Litigation Support Services,"Process and review documents for litigation support, including collection coordination, coding, privilege review support, and production prep. The primary frontline role is an eDiscovery Analyst. SLAs commonly include review throughput, coding accuracy, and strict adherence to security/chain-of-custody requirements.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-008-01-10,CAT-RC-008,CAT-RC-008,eDiscovery Processing & Review Support,"Collect, process, and prepare electronically stored information (ESI) for review, including deduplication, metadata handling, and review workflow administration. Primary frontline role is an eDiscovery Specialist. Output unit is a GB processed or document batch prepared; SLAs include processing turnaround time, chain-of-custody compliance, and error rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-009-01-01,CAT-RC-009,CAT-RC-009,Compliance Program Operations Support,"Operate compliance program workflows such as training tracking, policy attestations, issue intake, and case documentation. The primary frontline role is a Compliance Operations Specialist. SLAs commonly include case/ticket turnaround time, documentation completeness, and training/attestation completion rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-009-01-02,CAT-RC-009,CAT-RC-009,Licensing & Registration Management,"Track, renew, and manage regulatory licenses, registrations, and permits across jurisdictions; maintain compliance calendars and filing records. The primary frontline role is a Licensing Specialist. Typical unit of output is a managed license or registration. SLAs focus on renewal timeliness, filing accuracy, and coverage completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-009-01-03,CAT-RC-009,CAT-RC-009,Regulatory Compliance Monitoring Services,"Monitor regulatory requirements, maintain compliance calendars, track obligations, and support regulatory exam readiness. The primary frontline role is a Compliance Analyst. SLAs include reporting cadence, issue closure timelines, and evidence completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-009-01-04,CAT-RC-009,CAT-RC-009,Regulatory Monitoring & Compliance Reporting,"Collect, validate, and compile ESG data across operations and suppliers to support disclosures and sustainability reporting frameworks. The primary frontline role is an ESG Reporting Analyst. SLAs typically include data completeness, validation accuracy, and reporting deadline adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-009-01-05,CAT-RC-009,CAT-RC-009,Regulatory Reporting Operations Support,"Support preparation and submission of regulatory reports including data validation, reconciliations, and submission packaging. The primary frontline role is a Regulatory Reporting Specialist. SLAs include submission timeliness, accuracy, and audit trail completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-010-01-01,CAT-RC-010,CAT-RC-010,Continuous Third-Party Monitoring & Alerts,"Provide ongoing third-party monitoring by tracking alerts, changes, and periodic refresh requirements across vendor risk domains. The primary frontline role is a Third-Party Monitoring Analyst. SLAs commonly include alert triage time, monitoring coverage, and timely escalation of critical risk events.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-010-01-02,CAT-RC-010,CAT-RC-010,Enterprise Risk Management Support,"Support ERM program operations including risk register maintenance, risk assessment facilitation, heat map production, and board reporting. The primary frontline role is an ERM Analyst. Typical unit of output is a risk assessment or ERM report. SLAs focus on risk register currency, assessment cycle completion, and reporting timeliness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-010-01-03,CAT-RC-010,CAT-RC-010,Third-Party Risk Assessment Services,"Conduct vendor risk assessments including security questionnaires, evidence review, scoring, and remediation tracking aligned to third-party risk frameworks. The primary frontline role is a Third-Party Risk Analyst. SLAs include assessment cycle time, evidence completeness, and remediation closure rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-010-01-04,CAT-RC-010,CAT-RC-010,Vendor Due Diligence & Background Screening Services,"Perform vendor due diligence including background screening, sanctions checks, corporate record validation, and adverse media monitoring. The primary frontline role is a Due Diligence Analyst. SLAs include screening turnaround time, accuracy, and coverage completeness.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-RC-010-01-05,CAT-RC-010,CAT-RC-010,Vendor Due Diligence & Risk Assessments,"Conduct third-party risk due diligence by distributing questionnaires, validating evidence, scoring controls, and documenting risk findings. The primary frontline role is a Third-Party Risk Analyst. SLAs typically include assessment turnaround time, evidence validation accuracy, and escalation time for high-risk findings.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-001-01-01,CAT-SC-001,CAT-SC-001,AML Alert Review & Investigations,"Review AML transaction alerts and cases, investigate suspicious activity indicators, and document outcomes for compliance reporting. The primary frontline role is an AML Alert Analyst. SLAs commonly include alert clearance time, investigation quality/accuracy, and backlog reduction targets.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-001-01-02,CAT-SC-001,CAT-SC-001,Banking Back Office Processing Services,"Provide back-office processing for banking workflows such as account maintenance, transaction processing support, reconciliation prep, and customer documentation handling. The primary frontline role is a Banking Operations Associate. SLAs include processing turnaround time, error rates, and regulatory documentation completeness.",Async,T&M,Hour,Warehouse Operations Manager,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-001-01-03,CAT-SC-001,CAT-SC-001,KYC & Customer Due Diligence Operations,"Verify customer identity and complete customer due diligence checks using documents, databases, and risk rules for regulated financial services. The primary frontline role is a KYC Analyst. SLAs typically include verification turnaround time, false-positive/false-negative rates, and documentation completeness.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-001-01-04,CAT-SC-001,CAT-SC-001,Loan & Mortgage Processing Services,"Process loan and mortgage applications including document verification, underwriting support, condition clearing, and closing coordination. The primary frontline role is a Loan Processor. Typical unit of output is a processed loan application. SLAs focus on processing cycle time, accuracy rate, and condition clearance turnaround.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-001-01-05,CAT-SC-001,CAT-SC-001,Loan Processing & Underwriting Support,"Support loan processing workflows including document collection, verification, data entry, and underwriting package preparation under defined policies. The primary frontline role is a Loan Processing Associate. SLAs include cycle time, completeness, and compliance to underwriting checklists.",Async,T&M,Hour,Returns_Processing,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-001-01-06,CAT-SC-001,CAT-SC-001,Payment & Transaction Processing Services,"Process payment transactions, handle payment exceptions, manage chargebacks/disputes, and reconcile settlement files across payment rails. The primary frontline role is a Payment Operations Specialist. Typical unit of output is a processed transaction or resolved exception. SLAs focus on processing accuracy, exception resolution time, and reconciliation completion.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-002-01-01,CAT-SC-002,CAT-SC-002,Contract Manufacturing Services,"Provide outsourced manufacturing of products/components to specification, including production planning, assembly, and packaging under quality systems. The primary frontline role is a Production Supervisor. SLAs include yield, defect rates, on-time delivery, and adherence to quality standards.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-002-01-02,CAT-SC-002,CAT-SC-002,Electromechanical Assembly Services,"Assemble electromechanical products and subassemblies following work instructions, test steps, and quality checks. The primary frontline role is an Electromechanical Assembly Technician. SLAs commonly include units-per-shift throughput, first-pass yield, and defect/rework rates.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-002-01-03,CAT-SC-002,CAT-SC-002,Manufacturing Process Engineering Support,"Support manufacturing process improvements including SOP development, line balancing studies, and continuous improvement projects. The primary frontline role is a Manufacturing Engineer. SLAs include project milestone timeliness, throughput improvements, and documented process compliance.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-002-01-04,CAT-SC-002,CAT-SC-002,Turnkey Contract Manufacturing,"Provide end-to-end contract manufacturing execution for a defined product line, coordinating production runs to meet quality and delivery requirements. The primary frontline role is a Production Supervisor or Line Operator (provider-managed). SLAs typically include on-time delivery, yield/defect rates, and adherence to agreed production schedules.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-003-01-01,CAT-SC-003,CAT-SC-003,Customs Brokerage Operations,"Prepare and file customs entries, classify goods (HS codes), manage duties/taxes documentation, and coordinate with carriers and authorities. Primary frontline role is a Customs Broker Specialist. Output unit is an entry filed/cleared; SLAs include clearance time, documentation accuracy, and compliance error rate.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-003-01-02,CAT-SC-003,CAT-SC-003,Trade Compliance Screening & Documentation,"Conduct restricted party screening, origin documentation, and compliance checks for imports/exports, maintaining audit-ready records. Primary frontline role is a Trade Compliance Analyst. Output unit is a shipment compliance clearance; SLAs include screening timeliness, audit pass rate, and exception handling time.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-004-01-01,CAT-SC-004,CAT-SC-004,Field Service Dispatch & Scheduling Services,"Coordinate dispatch, scheduling, and work order management for field technicians across utilities/energy operations. The primary frontline role is a Dispatch Coordinator. SLAs include schedule adherence, response time to outages, and work order closure cycle time.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-004-01-02,CAT-SC-004,CAT-SC-004,Meter-to-Cash & Usage Exception Management,"Manage meter-to-cash workflows including usage exceptions, estimation handling, and billing corrections to ensure accurate revenue capture. The primary frontline role is a Meter-to-Cash Analyst. SLAs commonly include exception resolution time, billing accuracy, and reduction of unbilled/adjustment volumes.",Async,T&M,Hour,Inventory Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-004-01-03,CAT-SC-004,CAT-SC-004,Meter-to-Cash Operations Support,"Support utility billing operations including meter read validation, exception handling, billing adjustments, and customer account updates. The primary frontline role is a Utility Operations Associate. SLAs include billing accuracy, cycle timeliness, and exception resolution time.",Async,T&M,Hour,Warehouse Operations Manager,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-004-01-04,CAT-SC-004,CAT-SC-004,Utility Customer Care & Billing Support,"Support utility customers with billing questions, account changes, and service requests via phone/digital channels using utility CIS/billing systems. The primary frontline role is a Utility Customer Care Agent. SLAs typically include answer speed, first-contact resolution, and billing dispute resolution time.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-005-01-01,CAT-SC-005,CAT-SC-005,CAD Drafting & Documentation Services,"Create and maintain CAD drawings and engineering documentation packs, including revisions and release control per standards. The primary frontline role is a CAD Drafter/Documentation Specialist. SLAs commonly include turnaround time for revisions, drawing accuracy, and change-control compliance.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-005-01-02,CAT-SC-005,CAT-SC-005,Engineering Drafting & CAD Services,"Produce engineering drawings and CAD updates to support design and manufacturing documentation changes. The primary frontline role is a CAD Drafter. SLAs include turnaround time, drawing accuracy, and revision control compliance.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-005-01-03,CAT-SC-005,CAT-SC-005,NPI & Process Engineering Support,"Support new product introduction (NPI) and process engineering tasks such as line balancing, work instruction creation, and manufacturing readiness. The primary frontline role is a Process Engineer. SLAs typically include milestone timeliness, manufacturability issue closure rates, and measurable cycle-time/quality improvements.",Async,T&M,Hour,Returns_Processing,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-005-01-04,CAT-SC-005,CAT-SC-005,Technical Documentation & SOP Development,"Develop and maintain SOPs, work instructions, and technical documentation for operational processes and compliance needs. The primary frontline role is a Technical Writer. SLAs include document freshness, stakeholder approval timeliness, and audit readiness.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-006-01-01,CAT-SC-006,CAT-SC-006,Clinical Trial Operations Support Services,"Support clinical trial operations including site management admin, document tracking, data entry support, and compliance coordination. The primary frontline role is a Clinical Trial Coordinator. SLAs include milestone timeliness, documentation completeness, and protocol compliance.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-006-01-02,CAT-SC-006,CAT-SC-006,Healthcare Claims Processing & Adjudication,"Process healthcare claims by validating eligibility, checking coverage rules, and adjudicating payment amounts per policy and benefits. The primary frontline role is a Healthcare Claims Processor. SLAs commonly include processing cycle time, payment accuracy, and backlog reduction targets.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-006-01-03,CAT-SC-006,CAT-SC-006,Medical Coding & Billing Services,"Translate clinical documentation into standardized medical codes and support claim creation for provider or payer revenue cycle processes. The primary frontline role is a Certified Medical Coder. SLAs typically include coding accuracy, turnaround time, and denial/rework rates.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-006-01-04,CAT-SC-006,CAT-SC-006,Pharmacovigilance Case Processing Support,"Support adverse event case intake, triage, documentation, and reporting workflows under defined pharmacovigilance protocols. The primary frontline role is a PV Case Processor. SLAs include reporting timeliness, completeness, and QA accuracy.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-006-01-05,CAT-SC-006,CAT-SC-006,Pharmacy Benefit Administration Services,"Administer pharmacy benefit programs including formulary management, prior authorization for specialty drugs, and member/pharmacy support. The primary frontline role is a Pharmacy Benefits Specialist. Typical unit of output is a processed pharmacy transaction or authorization. SLAs focus on adjudication accuracy, turnaround time, and formulary compliance.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-006-01-06,CAT-SC-006,CAT-SC-006,Prior Authorization & Utilization Review,"Process prior authorization requests, conduct utilization review against clinical criteria, and coordinate with providers for clinical documentation. The primary frontline role is a Utilization Review Specialist. Typical unit of output is a completed authorization review. SLAs focus on authorization turnaround time, approval accuracy, and provider response coordination.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-007-01-01,CAT-SC-007,CAT-SC-007,Claims Processing Services,"Provide claims intake, documentation validation, adjudication support, and payment processing coordination for insurance workflows. The primary frontline role is a Claims Processor. SLAs include cycle time, accuracy, and compliance to claim handling guidelines.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-007-01-02,CAT-SC-007,CAT-SC-007,First Notice of Loss (FNOL) Intake,"Intake first notice of loss information from customers and agents, validate required data, and open claims in the insurer’s claims system. The primary frontline role is an FNOL Intake Agent. SLAs typically include call/response time, data capture accuracy, and time-to-open-claim.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-007-01-03,CAT-SC-007,CAT-SC-007,Insurance Claims Processing Services,"Process insurance claims through validation, documentation requests, and workflow routing to adjusters or automated adjudication paths. The primary frontline role is an Insurance Claims Processor. SLAs commonly include cycle time, accuracy of claim setup, and documentation completeness.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-007-01-04,CAT-SC-007,CAT-SC-007,Policy Administration & Servicing,"Process policy issuance, endorsements, renewals, and cancellations; manage policyholder inquiries and maintain policy records in admin systems. The primary frontline role is a Policy Administration Specialist. Typical unit of output is a processed policy transaction. SLAs focus on transaction turnaround time, accuracy rate, and backlog management.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-007-01-05,CAT-SC-007,CAT-SC-007,Policy Administration Services,"Support insurance policy administration workflows including endorsements, renewals processing, billing updates, and customer documentation handling. The primary frontline role is a Policy Admin Associate. SLAs include turnaround time, error rates, and compliance with policy rules.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-007-01-06,CAT-SC-007,CAT-SC-007,Subrogation & Recovery Services,"Identify and pursue subrogation opportunities, negotiate recovery with at-fault parties or their insurers, and manage recovery litigation support. The primary frontline role is a Subrogation Specialist. Typical unit of output is a recovery case. SLAs focus on recovery rate, pursuit identification rate, and case cycle time.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-01,CAT-SC-008,CAT-SC-008,Customs Brokerage & Trade Compliance Services,"Coordinate shipment bookings and carrier management for international freight, including documentation and routing to meet delivery windows. The primary frontline role is a Freight Forwarder. SLAs commonly include on-time delivery performance, documentation accuracy, and exception handling turnaround time.",Async,T&M,Hour,Freight_Audit,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-02,CAT-SC-008,CAT-SC-008,Freight Audit & Payment Services,"Provide the 'Freight Audit & Payment Services' service as an outsourced workflow within the Logistics Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Procurement_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-03,CAT-SC-008,CAT-SC-008,Freight Forwarding & Brokerage,"Coordinate shipment bookings and carrier management for international freight, including documentation and routing to meet delivery windows. The primary frontline role is a Freight Forwarder. SLAs commonly include on-time delivery performance, documentation accuracy, and exception handling turnaround time.",Async,T&M,Hour,Freight_Audit,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-04,CAT-SC-008,CAT-SC-008,Freight Forwarding & International Logistics Services,"Coordinate international freight forwarding including carrier booking, documentation, consolidation, and track-and-trace across modes. The primary frontline role is a Freight Forwarder. SLAs include on-time delivery, documentation accuracy, and exception response times.",Async,T&M,Hour,Freight_Audit,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-05,CAT-SC-008,CAT-SC-008,Last-Mile Delivery Management Services,"Coordinate and manage last-mile delivery operations including driver dispatch, delivery tracking, proof-of-delivery, and exception management. The primary frontline role is a Last-Mile Operations Coordinator. Typical unit of output is a completed delivery. SLAs focus on on-time delivery rate, delivery attempt success, and exception resolution time.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-06,CAT-SC-008,CAT-SC-008,Transportation Management & Route Optimization,"Plan, optimize, and manage transportation routes and carrier assignments; operate TMS platforms and manage carrier performance. The primary frontline role is a Transportation Planner. Typical unit of output is an optimized route plan or carrier assignment. SLAs focus on on-time delivery, cost per mile/shipment, and route optimization savings.",Async,T&M,Hour,Supply Planner,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-008-01-07,CAT-SC-008,CAT-SC-008,Transportation Management Services,"Provide transportation planning and execution including route planning, carrier selection, load tendering, and performance reporting. The primary frontline role is a Transportation Planner. SLAs include on-time pickup/delivery, cost per shipment, and tender acceptance rates.",Async,T&M,Hour,Supply Planner,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-009-01-01,CAT-SC-009,CAT-SC-009,Production Line Staffing Services,"Provide direct labor staffing for defined production line tasks under standard work instructions and safety requirements. Primary frontline role is a Production Operator. Output unit is a unit produced or labor hour delivered; SLAs include throughput targets, defect rate, and safety/attendance compliance.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-009-01-02,CAT-SC-009,CAT-SC-009,Production Scheduling & Shop Floor Control,"Coordinate production schedules, issue work orders, track WIP, and manage schedule changes across shop floor systems. Primary frontline role is a Production Scheduler. Output unit is a schedule published or work order released; SLAs include schedule adherence, change response time, and WIP accuracy.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-SC-010-01-01,CAT-SC-010,CAT-SC-010,Content Distribution Operations Support,"Support media content distribution workflows including delivery scheduling, metadata handling, format checks, and platform coordination. The primary frontline role is a Content Distribution Coordinator. SLAs include delivery timeliness, metadata accuracy, and distribution error rates.",Async,T&M,Hour,Logistics_Coordinator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
