Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence
ALI-01039,project,ST-FR-003-04-01,Project Management,MEDIUM
ALI-01040,project management,ST-FR-003-04-01,Project Management,HIGH
ALI-01041,prompt engineering,ST-AI-002-02-03,Prompt Engineering,HIGH
ALI-01042,prompt engineering,ST-AI-003-04-01,Prompt Engineering Services,MEDIUM
ALI-01043,prompt engineering services,ST-AI-003-04-01,Prompt Engineering Services,HIGH
ALI-01044,prompt injection testing,ST-AI-004-03-03,Prompt Injection Testing,HIGH
ALI-01045,prompt optimization,ST-AI-002-02-04,Prompt Optimization,HIGH
ALI-01046,proof of concept development,ST-IT-001-01-05,Proof of Concept Development,HIGH
ALI-01047,proofreading,ST-COP-005-01-03,Proofreading,HIGH
ALI-01048,property accounting,ST-FR-002-02-01,Property Accounting,HIGH
ALI-01049,property tax,ST-FA-004-04-01,Property Tax Services,MEDIUM
ALI-01050,property tax compliance,ST-FA-006-02-03,Property Tax Compliance,HIGH
ALI-01051,property tax services,ST-FA-004-04-01,Property Tax Services,HIGH
ALI-01052,protocol development,ST-CL-006-01-01,Protocol Development,HIGH
ALI-01053,psur,ST-CL-004-03-01,Aggregate Safety Reporting (PSUR/PBRER) Services,LOW
ALI-01054,publication planning,ST-CL-003-04-01,Publication Planning Services,MEDIUM
ALI-01055,publication planning,ST-CL-008-01-04,Publication Planning,HIGH
ALI-01056,publication planning services,ST-CL-003-04-01,Publication Planning Services,HIGH
ALI-01057,purchase order,ST-FA-007-01-02,Purchase Order Management,MEDIUM
ALI-01058,purchase order management,ST-FA-007-01-02,Purchase Order Management,HIGH
ALI-01059,purchase requisition,ST-FA-007-01-01,Purchase Requisition Processing,MEDIUM
ALI-01060,purchase requisition processing,ST-FA-007-01-01,Purchase Requisition Processing,HIGH
ALI-01061,qc & compliance,ST-ME-005-04-01,QC & Compliance Services,MEDIUM
ALI-01062,qc & compliance services,ST-ME-005-04-01,QC & Compliance Services,HIGH
ALI-01063,qualified lead generation,ST-CO-002-02-01,B2B Lead Generation,LOW
ALI-01064,quality assurance & testing,ST-IT-001-04-01,Quality Assurance & Testing,HIGH
ALI-01065,quality systems consulting,ST-CL-007-04-01,Quality Systems Consulting Services,MEDIUM
ALI-01066,quality systems consulting services,ST-CL-007-04-01,Quality Systems Consulting Services,HIGH
ALI-01067,rag implementation,ST-AI-005-02-04,RAG Implementation,HIGH
ALI-01068,re-recording mixing,ST-ME-002-02-03,Re-Recording Mixing,HIGH
ALI-01069,real estate transactions,ST-PS-004-03-01,Real Estate Transactions Services,MEDIUM
ALI-01070,real estate transactions services,ST-PS-004-03-01,Real Estate Transactions Services,HIGH
ALI-01071,real-time monitoring,ST-EN-002-01-03,Real-Time Monitoring,HIGH
ALI-01072,real-time streaming,ST-AI-003-01-03,Real-Time Streaming,HIGH
ALI-01073,receiving operations,ST-FR-006-01-04,Receiving Operations,HIGH
ALI-01074,receiving/put-away,ST-SC-004-01-02,Receiving/Put-Away,HIGH
ALI-01075,reception,ST-FR-001-01-02,Reception Services,MEDIUM
ALI-01076,reception,ST-FR-008-02-01,Reception Services,MEDIUM
ALI-01077,reception services,ST-FR-001-01-02,Reception Services,HIGH
ALI-01078,reception services,ST-FR-008-02-01,Reception Services,HIGH
ALI-01079,recruitment marketing,ST-HR-006-02-07,Recruitment Marketing,HIGH
ALI-01080,recruitment process outsourcing,ST-HR-006-02-01,Full-Cycle Recruitment,HIGH
ALI-01081,recycling,ST-FR-008-01-02,Recycling Management,MEDIUM
ALI-01082,recycling & disposal,ST-SC-011-04-01,Recycling & Disposal Services,MEDIUM
ALI-01083,recycling & disposal services,ST-SC-011-04-01,Recycling & Disposal Services,HIGH
ALI-01084,recycling management,ST-FR-008-01-02,Recycling Management,HIGH
ALI-01085,refurbishment,ST-SC-011-02-01,Refurbishment Services,MEDIUM
ALI-01086,refurbishment services,ST-SC-011-02-01,Refurbishment Services,HIGH
ALI-01087,regulatory compliance,ST-HR-002-04-01,HR Compliance Auditing,LOW
ALI-01088,regulatory defense,ST-PS-003-03-01,Regulatory Defense Services,MEDIUM
ALI-01089,regulatory defense services,ST-PS-003-03-01,Regulatory Defense Services,HIGH
ALI-01090,regulatory strategy,ST-CL-002-01-02,Regulatory Strategy,HIGH
ALI-01091,regulatory strategy,ST-PS-011-03-01,Regulatory Strategy Services,MEDIUM
ALI-01092,regulatory strategy services,ST-PS-011-03-01,Regulatory Strategy Services,HIGH
ALI-01093,regulatory submissions,ST-CL-002-01-01,Regulatory Submissions,HIGH
ALI-01094,release,ST-IT-001-05-02,Release Management,MEDIUM
ALI-01095,release management,ST-IT-001-05-02,Release Management,HIGH
ALI-01096,reliability engineering,ST-MO-004-03-01,Reliability Engineering Services,MEDIUM
ALI-01097,reliability engineering services,ST-MO-004-03-01,Reliability Engineering Services,HIGH
ALI-01098,reliability testing,ST-MO-007-02-01,Reliability Testing,HIGH
ALI-01099,remote connect/disconnect,ST-EN-001-01-06,Remote Connect/Disconnect,HIGH
ALI-01100,remote desktop support,ST-IT-003-01-04,Remote Desktop Support,HIGH
ALI-01101,remote production support,ST-ME-001-01-04,Remote Production Support,HIGH
ALI-01102,renewable asset,ST-EN-004-04-01,Renewable Asset Management,MEDIUM
ALI-01103,renewable asset management,ST-EN-004-04-01,Renewable Asset Management,HIGH
ALI-01104,renewal,ST-CO-004-03-01,Renewal Management,MEDIUM
ALI-01105,renewal calling,ST-CO-002-02-06,Renewal Calling,HIGH
ALI-01106,renewal management,ST-CO-004-03-01,Renewal Management,HIGH
ALI-01107,reorganizations,ST-HR-002-06-02,Organizational Change Management,LOW
ALI-01108,reprographics,ST-FR-008-04-01,Reprographics Services,MEDIUM
ALI-01109,reprographics services,ST-FR-008-04-01,Reprographics Services,HIGH
ALI-01110,response ranking,ST-AI-002-01-01,Response Ranking,HIGH
ALI-01111,retention insights,ST-HR-006-04-02,Exit Interview Administration,LOW
ALI-01112,returns,ST-CO-005-01-02,Returns Processing,MEDIUM
ALI-01113,returns,ST-SC-008-01-01,Returns Processing,MEDIUM
ALI-01114,returns processing,ST-CO-005-01-02,Returns Processing,HIGH
ALI-01115,returns processing,ST-SC-008-01-01,Returns Processing,HIGH
ALI-01116,returns processing,ST-SC-011-01-01,Returns Processing Services,MEDIUM
ALI-01117,returns processing services,ST-SC-011-01-01,Returns Processing Services,HIGH
ALI-01118,revenue protection,ST-EN-003-02-02,Revenue Protection,HIGH
ALI-01119,review response,ST-CO-008-01-03,Review Response,HIGH
ALI-01120,rework/repair,ST-MO-001-02-03,Rework/Repair Services,MEDIUM
ALI-01121,rework/repair services,ST-MO-001-02-03,Rework/Repair Services,HIGH
ALI-01122,rfx and sourcing events,ST-FA-007-03-02,Sourcing Support,LOW
ALI-01123,rights clearance,ST-ME-004-01-03,Rights Clearance,HIGH
ALI-01124,rights management,ST-ME-004-04-01,Rights Management Services,MEDIUM
ALI-01125,rights management services,ST-ME-004-04-01,Rights Management Services,HIGH
ALI-01126,rights tracking,ST-ME-004-01-01,Rights Tracking,HIGH
ALI-01127,risk management & analytics,ST-EN-003-03-01,Risk Management & Analytics Services,MEDIUM
ALI-01128,risk management & analytics services,ST-EN-003-03-01,Risk Management & Analytics Services,HIGH
ALI-01129,rma,ST-SC-008-01-03,RMA Management,MEDIUM
ALI-01130,rma management,ST-SC-008-01-03,RMA Management,HIGH
ALI-01131,rmp/rems development,ST-CL-007-02-01,RMP/REMS Development,HIGH
ALI-01132,root cause analysis,ST-MO-002-02-04,Root Cause Analysis,HIGH
ALI-01133,rotoscoping,ST-ME-008-01-05,Rotoscoping,HIGH
ALI-01134,route optimization,ST-SC-005-02-01,Route Optimization,HIGH
ALI-01135,royalty administration,ST-ME-004-03-01,Royalty Administration Services,MEDIUM
ALI-01136,royalty administration services,ST-ME-004-03-01,Royalty Administration Services,HIGH
ALI-01137,royalty calculation,ST-ME-004-01-02,Royalty Calculation,HIGH
ALI-01138,rpo,ST-HR-006-01-01,Executive Search,MEDIUM
ALI-01139,rtsm/irt,ST-CL-001-01-06,RTSM/IRT Services,MEDIUM
ALI-01140,rtsm/irt services,ST-CL-001-01-06,RTSM/IRT Services,HIGH
ALI-01141,rwe generation,ST-CL-008-02-01,RWE Generation,HIGH
ALI-01142,saas,ST-IT-004-03-01,SaaS Management,MEDIUM
ALI-01143,saas management,ST-IT-004-03-01,SaaS Management,HIGH
ALI-01144,safety compliance,ST-EN-007-02-02,Safety Compliance,HIGH
ALI-01145,safety database hosting,ST-CL-007-01-03,Safety Database Hosting,HIGH
ALI-01146,salary structure design,ST-HR-002-03-03,Salary Structure Design,HIGH
ALI-01147,sales & use tax compliance,ST-FA-006-02-01,Sales & Use Tax Compliance,HIGH
ALI-01148,sample storage & biobanking,ST-CL-008-03-01,Sample Storage & Biobanking Services,MEDIUM
ALI-01149,sample storage & biobanking services,ST-CL-008-03-01,Sample Storage & Biobanking Services,HIGH
ALI-01150,scada,ST-EN-002-01-02,SCADA Management,MEDIUM
ALI-01151,scada management,ST-EN-002-01-02,SCADA Management,HIGH
ALI-01152,scheduling/shift planning,ST-HR-003-04-01,Scheduling/Shift Planning,HIGH
ALI-01153,score composition,ST-ME-001-03-01,Audio Production Services,LOW
ALI-01154,script adaptation,ST-ME-005-01-04,Script Adaptation,HIGH
ALI-01155,sd-wan,ST-IT-002-04-05,SD-WAN Management,MEDIUM
ALI-01156,sd-wan management,ST-IT-002-04-05,SD-WAN Management,HIGH
ALI-01157,sdh/closed captioning,ST-ME-005-01-03,SDH/Closed Captioning,HIGH
ALI-01158,sdtm and adam dataset creation,ST-CL-006-04-01,CDISC Standards Conversion Services,LOW
ALI-01159,sec filing support,ST-FA-010-01-01,SEC Filing Support Services,MEDIUM
ALI-01160,sec filing support services,ST-FA-010-01-01,SEC Filing Support Services,HIGH
ALI-01161,secondary packaging,ST-MO-008-01-02,Secondary Packaging,HIGH
ALI-01162,security awareness training,ST-IT-005-01-06,Security Awareness Training,HIGH
ALI-01163,security consulting,ST-IT-005-05-01,Security Consulting Services,MEDIUM
ALI-01164,security consulting services,ST-IT-005-05-01,Security Consulting Services,HIGH
ALI-01165,security incident response,ST-IT-005-01-02,Security Incident Response,HIGH
ALI-01166,security operations center,ST-IT-005-01-01,Security Operations Center,HIGH
ALI-01167,self-service portal,ST-IT-003-01-06,Self-Service Portal Management,MEDIUM
ALI-01168,self-service portal management,ST-IT-003-01-06,Self-Service Portal Management,HIGH
ALI-01169,semantic segmentation,ST-AI-001-01-02,Semantic Segmentation,HIGH
ALI-01170,sentiment annotation,ST-AI-001-03-02,Sentiment Annotation,HIGH
ALI-01171,seo,ST-PS-002-02-02,SEO Services,MEDIUM
ALI-01172,seo audit,ST-COP-001-06-02,SEO Audit,HIGH
ALI-01173,seo content writing,ST-COP-001-06-01,SEO Content Writing,HIGH
ALI-01174,seo services,ST-PS-002-02-02,SEO Services,HIGH
ALI-01175,server,ST-IT-002-02-01,Server Administration,MEDIUM
ALI-01176,server administration,ST-IT-002-02-01,Server Administration,HIGH
ALI-01177,serverless operations,ST-IT-004-02-02,Serverless Operations,HIGH
ALI-01178,service connection,ST-EN-004-02-02,Service Connection,HIGH
ALI-01179,service design,ST-PS-006-02-01,Service Design,HIGH
ALI-01180,service desk,ST-IT-002-01-01,Data Center Operations,MEDIUM
ALI-01181,service request fulfillment,ST-IT-003-01-02,Service Request Fulfillment,HIGH
ALI-01182,sft data creation,ST-AI-002-01-02,SFT Data Creation,HIGH
ALI-01183,shipping,ST-FR-006-01-02,Shipping Services,MEDIUM
ALI-01184,shipping services,ST-FR-006-01-02,Shipping Services,HIGH
ALI-01185,shuttle,ST-FR-012-02-01,Shuttle Services,MEDIUM
ALI-01186,shuttle services,ST-FR-012-02-01,Shuttle Services,HIGH
ALI-01187,siem,ST-IT-005-01-07,SIEM Management,MEDIUM
ALI-01188,siem management,ST-IT-005-01-07,SIEM Management,HIGH
ALI-01189,siem platforms,ST-IT-005-01-07,SIEM Management,LOW
ALI-01190,signal detection,ST-CL-007-01-05,Signal Detection,HIGH
ALI-01191,signal detection & risk,ST-CL-004-04-01,Signal Detection & Risk Management,MEDIUM
ALI-01192,signal detection & risk management,ST-CL-004-04-01,Signal Detection & Risk Management,HIGH
ALI-01193,simulation/analysis,ST-PS-005-02-02,Simulation/Analysis,HIGH
ALI-01194,site closeout visits,ST-CL-003-01-04,Site Closeout Visits,HIGH
ALI-01195,site contracting,ST-CL-001-02-02,Site Contracting,HIGH
ALI-01196,site feasibility,ST-CL-001-02-01,Site Feasibility,HIGH
ALI-01197,site initiation visits,ST-CL-003-01-03,Site Initiation Visits,HIGH
ALI-01198,site management organizations,ST-CL-001-03-01,Site Management Organizations Services,MEDIUM
ALI-01199,site management organizations services,ST-CL-001-03-01,Site Management Organizations Services,HIGH
ALI-01200,skills assessment,ST-HR-008-03-02,Skills Assessment,HIGH
ALI-01201,skip tracing,ST-CO-006-02-02,Skip Tracing,HIGH
ALI-01202,sms support,ST-CO-007-01-02,SMS Support,HIGH
ALI-01203,snow & ice removal,ST-FR-011-02-01,Snow & Ice Removal Services,MEDIUM
ALI-01204,snow & ice removal services,ST-FR-011-02-01,Snow & Ice Removal Services,HIGH
ALI-01205,soc 2,ST-IT-005-03-01,Compliance & Audit Support,LOW
ALI-01206,social customer,ST-CO-008-01-01,Social Customer Service,MEDIUM
ALI-01207,social customer service,ST-CO-008-01-01,Social Customer Service,HIGH
ALI-01208,social media,ST-PS-007-04-01,Social Media Management,MEDIUM
ALI-01209,social media content,ST-COP-001-03-03,Social Media Content,HIGH
ALI-01210,social media management,ST-PS-007-04-01,Social Media Management,HIGH
ALI-01211,social media marketing,ST-PS-002-02-03,Social Media Marketing,HIGH
ALI-01212,social media support,ST-CO-002-03-01,Social Media Support Services,MEDIUM
ALI-01213,social media support services,ST-CO-002-03-01,Social Media Support Services,HIGH
ALI-01214,social monitoring,ST-CO-008-02-01,Social Monitoring,HIGH
ALI-01215,software application support,ST-CO-003-01-02,Software Application Support,HIGH
ALI-01216,software localization,ST-COP-003-05-01,Software Localization,HIGH
ALI-01217,software support,ST-IT-003-02-02,Software Support,HIGH
ALI-01218,sound design,ST-ME-002-02-02,Sound Design,HIGH
ALI-01219,sound editing,ST-ME-002-02-01,Sound Editing,HIGH
ALI-01220,sourcing,ST-HR-006-02-01,Full-Cycle Recruitment,LOW
ALI-01221,sourcing support,ST-FA-007-03-02,Sourcing Support,HIGH
ALI-01222,sox compliance,ST-FA-004-02-03,Internal Controls Testing,LOW
ALI-01223,space planning,ST-FR-007-01-01,Space Planning,HIGH
ALI-01224,space planning,ST-FR-009-02-01,Space Planning Services,MEDIUM
ALI-01225,space planning services,ST-FR-009-02-01,Space Planning Services,HIGH
ALI-01226,spare parts,ST-MO-003-01-05,Spare Parts Management,MEDIUM
ALI-01227,spare parts management,ST-MO-003-01-05,Spare Parts Management,HIGH
ALI-01228,spc,ST-MO-002-02-01,SPC Services,MEDIUM
ALI-01229,spc services,ST-MO-002-02-01,SPC Services,HIGH
ALI-01230,specialty cleaning,ST-FR-005-03-01,Specialty Cleaning Services,MEDIUM
ALI-01231,specialty cleaning services,ST-FR-005-03-01,Specialty Cleaning Services,HIGH
ALI-01232,speech collection,ST-AI-001-04-02,Speech Collection,HIGH
ALI-01233,spend analysis,ST-SC-001-02-01,Spend Analysis,HIGH
ALI-01234,spend analytics,ST-FA-007-03-01,Spend Analytics,HIGH
ALI-01235,staffing,ST-CL-001-01-01,Clinical Project Management,MEDIUM
ALI-01236,standard transcription,ST-COP-003-07-02,Standard Transcription,HIGH
ALI-01237,state & local affairs,ST-PS-011-02-01,State & Local Affairs Services,MEDIUM
ALI-01238,state & local affairs services,ST-PS-011-02-01,State & Local Affairs Services,HIGH
ALI-01239,statistical analysis planning,ST-CL-005-01-01,Statistical Analysis Planning,HIGH
ALI-01240,statistical programming,ST-CL-005-01-02,Statistical Programming,HIGH
ALI-01241,statutory audit support,ST-FA-010-03-01,Statutory Audit Support Services,MEDIUM
ALI-01242,statutory audit support services,ST-FA-010-03-01,Statutory Audit Support Services,HIGH
ALI-01243,statutory reporting,ST-FA-004-01-05,Statutory Reporting,HIGH
ALI-01244,storage,ST-IT-002-03-01,Storage Management,MEDIUM
ALI-01245,storage management,ST-IT-002-03-01,Storage Management,HIGH
ALI-01246,strategic sourcing,ST-SC-001-01-01,Strategic Sourcing,HIGH
ALI-01247,streaming platform,ST-ME-003-03-01,Streaming Platform Services,MEDIUM
ALI-01248,streaming platform services,ST-ME-003-03-01,Streaming Platform Services,HIGH
ALI-01249,study startup,ST-CL-001-01-02,Study Startup,HIGH
ALI-01250,style guide development,ST-COP-002-03-02,Style Guide Development,HIGH
ALI-01251,subscription box fulfillment,ST-SC-009-04-01,Subscription Box Fulfillment Services,MEDIUM
ALI-01252,subscription box fulfillment services,ST-SC-009-04-01,Subscription Box Fulfillment Services,HIGH
ALI-01253,subscriptions,ST-CO-002-02-06,Renewal Calling,LOW
ALI-01254,substation maintenance,ST-EN-004-01-03,Substation Maintenance,HIGH
ALI-01255,subtitle creation,ST-ME-005-01-01,Subtitle Creation,HIGH
ALI-01256,subtitle qc,ST-ME-006-01-04,Subtitle QC,HIGH
ALI-01257,subtitle translation,ST-ME-005-01-02,Subtitle Translation,HIGH
ALI-01258,subtitling,ST-ME-005-03-01,Subtitling Services,MEDIUM
ALI-01259,subtitling services,ST-ME-005-03-01,Subtitling Services,HIGH
ALI-01260,supplier,ST-SC-006-03-01,Supplier Management,MEDIUM
ALI-01261,supplier management,ST-SC-006-03-01,Supplier Management,HIGH
ALI-01262,supplier master,ST-FA-001-04-01,Supplier Master Management,MEDIUM
ALI-01263,supplier master management,ST-FA-001-04-01,Supplier Master Management,HIGH
ALI-01264,supplier onboarding,ST-FA-007-01-03,Supplier Onboarding,HIGH
ALI-01265,supplier performance,ST-FA-007-02-02,Supplier Performance Management,MEDIUM
ALI-01266,supplier performance management,ST-FA-007-02-02,Supplier Performance Management,HIGH
ALI-01267,supplier qualification,ST-SC-001-01-03,Supplier Qualification,HIGH
ALI-01268,supplier quality engineering,ST-MO-002-02-02,Supplier Quality Engineering,HIGH
ALI-01269,supplier risk assessment,ST-SC-001-02-03,Supplier Risk Assessment,HIGH
ALI-01270,supply chain consulting,ST-PS-004-02-01,Supply Chain Consulting,HIGH
ALI-01271,supply chain contract,ST-SC-001-01-04,Supply Chain Contract Management,MEDIUM
ALI-01272,supply chain contract management,ST-SC-001-01-04,Supply Chain Contract Management,HIGH
ALI-01273,surveillance & monitoring,ST-FR-006-03-01,Surveillance & Monitoring Services,MEDIUM
ALI-01274,surveillance & monitoring services,ST-FR-006-03-01,Surveillance & Monitoring Services,HIGH
ALI-01275,survey calling,ST-CO-002-02-05,Survey Calling,HIGH
ALI-01276,surveys,ST-ME-007-04-01,Audience Research Services,LOW
ALI-01277,sustainability assurance,ST-PS-013-04-01,Sustainability Assurance Services,MEDIUM
ALI-01278,sustainability assurance services,ST-PS-013-04-01,Sustainability Assurance Services,HIGH
ALI-01279,sustainability programs,ST-FR-010-04-01,Sustainability Programs Services,MEDIUM
ALI-01280,sustainability programs services,ST-FR-010-04-01,Sustainability Programs Services,HIGH
ALI-01281,sustainability reporting,ST-FR-008-01-01,Sustainability Reporting,HIGH
ALI-01282,syndicated research,ST-PS-009-01-01,Syndicated Research Services,MEDIUM
ALI-01283,syndicated research services,ST-PS-009-01-01,Syndicated Research Services,HIGH
ALI-01284,synthetic data generation,ST-AI-003-01-04,Synthetic Data Generation,HIGH
ALI-01285,synthetic training data for genai,ST-AI-003-05-01,Synthetic Training Data for GenAI Services,MEDIUM
ALI-01286,synthetic training data for genai services,ST-AI-003-05-01,Synthetic Training Data for GenAI Services,HIGH
ALI-01287,t&s,ST-COP-002-01-01,UGC Text Review,LOW
ALI-01288,tail spend,ST-SC-001-02-02,Tail Spend Management,MEDIUM
ALI-01289,tail spend management,ST-SC-001-02-02,Tail Spend Management,HIGH
ALI-01290,tape-to-file conversion and format migration,ST-ME-006-02-01,Digitization Services,LOW
ALI-01291,tax authority correspondence,ST-FA-006-01-04,Tax Authority Correspondence,HIGH
ALI-01292,tax filing & remittance,ST-HR-009-02-02,Tax Filing & Remittance,HIGH
ALI-01293,tax provision,ST-FA-006-01-02,Tax Provision,HIGH
ALI-01294,team effectiveness,ST-PS-010-03-01,Team Effectiveness Services,MEDIUM
ALI-01295,team effectiveness services,ST-PS-010-03-01,Team Effectiveness Services,HIGH
ALI-01296,tech support,ST-CO-003-01-01,Tier 1 Technical Support,MEDIUM
ALI-01297,tech support,ST-CO-003-02-01,Tier 2 Technical Support,MEDIUM
ALI-01298,tech support,ST-CO-003-03-01,Tier 3 Technical Support,MEDIUM
ALI-01299,technical feasibility validation,ST-IT-001-01-05,Proof of Concept Development,LOW
ALI-01300,technical help desk,ST-IT-002-01-01,Data Center Operations,MEDIUM
ALI-01301,technical recruiting,ST-HR-006-03-01,Technical Recruiting,HIGH
ALI-01302,technical writing,ST-COP-001-04-01,Technical Writing,HIGH
ALI-01303,technology implementation,ST-PS-004-02-02,Technology Implementation,HIGH
ALI-01304,telematics,ST-SC-010-03-01,Telematics Services,MEDIUM
ALI-01305,telematics services,ST-SC-010-03-01,Telematics Services,HIGH
ALI-01306,tenant,ST-FR-001-02-01,Tenant Services,MEDIUM
ALI-01307,tenant services,ST-FR-001-02-01,Tenant Services,HIGH
ALI-01308,terminology,ST-COP-003-01-02,Terminology Management,MEDIUM
ALI-01309,terminology management,ST-COP-003-01-02,Terminology Management,HIGH
ALI-01310,testing laboratories,ST-MO-002-03-01,Testing Laboratories Services,MEDIUM
ALI-01311,testing laboratories services,ST-MO-002-03-01,Testing Laboratories Services,HIGH
ALI-01312,text annotation,ST-AI-002-03-01,Text Annotation Services,MEDIUM
ALI-01313,text annotation services,ST-AI-002-03-01,Text Annotation Services,HIGH
ALI-01314,text data collection,ST-AI-001-03-04,Text Data Collection,HIGH
ALI-01315,text ner annotation,ST-AI-001-03-01,Text NER Annotation,HIGH
ALI-01316,thermography inspection,ST-EN-005-01-04,Thermography Inspection,HIGH
ALI-01317,tier 1 technical support,ST-CO-003-01-01,Tier 1 Technical Support,HIGH
ALI-01318,tier 1 voice support,ST-CO-001-01-01,Tier 1 Voice Support,HIGH
ALI-01319,tier 2 technical support,ST-CO-003-02-01,Tier 2 Technical Support,HIGH
ALI-01320,tier 2 voice support,ST-CO-001-02-01,Tier 2 Voice Support,HIGH
ALI-01321,tier 3 technical support,ST-CO-003-03-01,Tier 3 Technical Support,HIGH
ALI-01322,time & attendance integration,ST-HR-009-02-04,Time & Attendance Integration,HIGH
ALI-01323,time & motion studies,ST-MO-004-01-03,Time & Motion Studies,HIGH
ALI-01324,tmf,ST-CL-001-01-07,TMF Management,MEDIUM
ALI-01325,tmf management,ST-CL-001-01-07,TMF Management,HIGH
ALI-01326,tms managed,ST-SC-012-01-01,TMS Managed Services,MEDIUM
ALI-01327,tms managed services,ST-SC-012-01-01,TMS Managed Services,HIGH
ALI-01328,tms operations,ST-SC-005-01-01,TMS Operations,HIGH
ALI-01329,tool maintenance,ST-MO-005-01-04,Tool Maintenance,HIGH
ALI-01330,tpa plan,ST-HR-001-02-01,TPA Plan Administration,MEDIUM
ALI-01331,tpa plan administration,ST-HR-001-02-01,TPA Plan Administration,HIGH
ALI-01332,tpm implementation,ST-MO-003-02-01,TPM Implementation,HIGH
ALI-01333,trade association,ST-PS-011-04-01,Trade Association Management,MEDIUM
ALI-01334,trade association management,ST-PS-011-04-01,Trade Association Management,HIGH
ALI-01335,trademark,ST-PS-001-03-02,Trademark Management,MEDIUM
ALI-01336,trademark management,ST-PS-001-03-02,Trademark Management,HIGH
ALI-01337,training content development,ST-HR-008-01-02,Training Content Development,HIGH
ALI-01338,training needs analysis,ST-HR-008-03-03,Training Needs Analysis,HIGH
ALI-01339,transcreation,ST-COP-003-03-01,Transcreation,HIGH
ALI-01340,transfer pricing,ST-FA-005-02-01,Transfer Pricing Services,MEDIUM
ALI-01341,transfer pricing documentation,ST-FA-006-01-05,Transfer Pricing Documentation,HIGH
ALI-01342,transfer pricing services,ST-FA-005-02-01,Transfer Pricing Services,HIGH
ALI-01343,transformer maintenance,ST-EN-005-01-03,Transformer Maintenance,HIGH
ALI-01344,transmission lines,ST-EN-002-04-01,Vegetation Management,LOW
ALI-01345,transmission maintenance,ST-EN-004-01-02,Transmission Maintenance,HIGH
ALI-01346,transmission scheduling,ST-EN-006-01-03,Transmission Scheduling,HIGH
ALI-01347,transportation,ST-SC-005-03-01,Transportation Management,MEDIUM
ALI-01348,transportation management,ST-SC-005-03-01,Transportation Management,HIGH
ALI-01349,treasury bank reconciliation,ST-FA-005-01-03,Treasury Bank Reconciliation,HIGH
ALI-01350,trust & safety operations,ST-ME-008-03-01,Trust & Safety Operations Services,MEDIUM
ALI-01351,trust & safety operations services,ST-ME-008-03-01,Trust & Safety Operations Services,HIGH
ALI-01352,trust and safety,ST-COP-002-01-01,UGC Text Review,MEDIUM
ALI-01353,ugc text review,ST-COP-002-01-01,UGC Text Review,HIGH
ALI-01354,ui/ux design,ST-IT-001-01-04,UI/UX Design Services,MEDIUM
ALI-01355,ui/ux design services,ST-IT-001-01-04,UI/UX Design Services,HIGH
ALI-01356,underground locating,ST-EN-004-02-04,Underground Locating,HIGH
ALI-01357,unemployment claims,ST-HR-004-01-01,Unemployment Claims Management,MEDIUM
ALI-01358,unemployment claims management,ST-HR-004-01-01,Unemployment Claims Management,HIGH
ALI-01359,unified communications,ST-IT-008-03-01,Unified Communications Services,MEDIUM
ALI-01360,unified communications services,ST-IT-008-03-01,Unified Communications Services,HIGH
ALI-01361,uniformed officers,ST-FR-004-01-01,Uniformed Officers,HIGH
ALI-01362,unreachable debtors,ST-CO-006-02-02,Skip Tracing,LOW
ALI-01363,upsell/cross-sell,ST-CO-002-02-04,Upsell/Cross-sell,HIGH
ALI-01364,utility bill calculation,ST-EN-003-01-01,Utility Bill Calculation,HIGH
ALI-01365,utility contact center,ST-EN-003-01-03,Utility Contact Center,HIGH
ALI-01366,utility credit & collections,ST-EN-003-02-01,Utility Credit & Collections,HIGH
ALI-01367,utility payment,ST-EN-003-01-02,Utility Payment Processing,MEDIUM
ALI-01368,utility payment processing,ST-EN-003-01-02,Utility Payment Processing,HIGH
ALI-01369,utility procurement,ST-FR-010-01-01,Utility Procurement Services,MEDIUM
ALI-01370,utility procurement services,ST-FR-010-01-01,Utility Procurement Services,HIGH
ALI-01371,utilization review,ST-HR-001-04-01,Utilization Review,HIGH
ALI-01372,ux/ui design,ST-PS-006-01-01,UX/UI Design,HIGH
ALI-01373,v&v testing,ST-PS-005-02-03,V&V Testing,HIGH
ALI-01374,valuation,ST-PS-006-03-01,Valuation Services,MEDIUM
ALI-01375,valuation services,ST-PS-006-03-01,Valuation Services,HIGH
ALI-01376,variable compensation modeling,ST-HR-002-03-07,Variable Compensation Modeling,HIGH
ALI-01377,variance analysis,ST-FA-004-01-07,Variance Analysis,HIGH
ALI-01378,vat/gst compliance,ST-FA-006-02-02,VAT/GST Compliance,HIGH
ALI-01379,vegetation,ST-EN-002-04-01,Vegetation Management,MEDIUM
ALI-01380,vegetation,ST-EN-005-01-01,Vegetation Management,MEDIUM
ALI-01381,vegetation management,ST-EN-002-04-01,Vegetation Management,HIGH
ALI-01382,vegetation management,ST-EN-005-01-01,Vegetation Management,HIGH
ALI-01383,vending,ST-FR-005-01-02,Vending Services,MEDIUM
ALI-01384,vending services,ST-FR-005-01-02,Vending Services,HIGH
ALI-01385,vendor coordination,ST-FR-001-03-01,Vendor Coordination Services,MEDIUM
ALI-01386,vendor coordination services,ST-FR-001-03-01,Vendor Coordination Services,HIGH
