Rate_ID,Tower_Code,Agent_Type,Tier,Location_Code,Rate_Low_USD,Rate_High_USD,Rate_Median_USD,Currency_Local,Rate_Low_Local,Rate_High_Local,Rate_Unit,Pricing_Model,Effective_Date,Source,Confidence,Last_Updated
RATE-HR-HRA-JR-US-PHX,HR,HR_Administrator,Junior,US-PHX,25.0,40.0,32.5,USD,25.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-HRA-SR-IN-BLR,HR,HR_Administrator,Senior,IN-BLR,12.0,22.0,17.0,INR,12.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-HRA-SR-PH-MNL,HR,HR_Administrator,Senior,PH-MNL,14.0,25.0,19.5,PHP,14.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-HRA-SR-US-PHX,HR,HR_Administrator,Senior,US-PHX,40.0,65.0,52.5,USD,40.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-CM-JR-IN-BLR,COP,Content_Moderator,Junior,IN-BLR,5.0,9.0,7.0,INR,5.0,9.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-CM-JR-PH-MNL,COP,Content_Moderator,Junior,PH-MNL,6.0,11.0,8.5,PHP,6.0,11.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-CM-JR-US-PHX,COP,Content_Moderator,Junior,US-PHX,18.0,28.0,23.0,USD,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-CM-SR-IN-BLR,COP,Content_Moderator,Senior,IN-BLR,9.0,15.0,12.0,INR,9.0,15.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-CM-SR-PH-MNL,COP,Content_Moderator,Senior,PH-MNL,11.0,18.0,14.5,PHP,11.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-CM-SR-US-PHX,COP,Content_Moderator,Senior,US-PHX,28.0,42.0,35.0,USD,28.0,42.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TRA-JR-IN-BLR,COP,Translator,Junior,IN-BLR,8.0,14.0,11.0,INR,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TRA-JR-PH-MNL,COP,Translator,Junior,PH-MNL,9.0,16.0,12.5,PHP,9.0,16.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TRA-JR-US-PHX,COP,Translator,Junior,US-PHX,25.0,40.0,32.5,USD,25.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TRA-SR-IN-BLR,COP,Translator,Senior,IN-BLR,14.0,24.0,19.0,INR,14.0,24.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TRA-SR-PH-MNL,COP,Translator,Senior,PH-MNL,16.0,28.0,22.0,PHP,16.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-TRA-SR-US-PHX,COP,Translator,Senior,US-PHX,40.0,65.0,52.5,USD,40.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-DA-JR-IN-BLR,COP,Data_Annotator,Junior,IN-BLR,4.0,8.0,6.0,INR,4.0,8.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-DA-JR-PH-MNL,COP,Data_Annotator,Junior,PH-MNL,5.0,10.0,7.5,PHP,5.0,10.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-DA-JR-KE-NBO,COP,Data_Annotator,Junior,KE-NBO,2.0,5.0,3.5,KES,2.0,5.0,Per_Hour,T&M,2025-01-01,Privacy Intl Research,HIGH,2025-01-03
RATE-COP-DA-SR-IN-BLR,COP,Data_Annotator,Senior,IN-BLR,8.0,14.0,11.0,INR,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-COP-DA-SR-PH-MNL,COP,Data_Annotator,Senior,PH-MNL,10.0,18.0,14.0,PHP,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-FR-KYC-STD-IN-BLR,FR,KYC_Analyst,Standard,IN-BLR,5.0,15.0,10.0,INR,5.0,15.0,Per_Hour,T&M,2025-01-01,Perplexity-MagistralConsulting-2025,HIGH,2025-01-03
RATE-FR-KYC-STD-PH-MNL,FR,KYC_Analyst,Standard,PH-MNL,5.0,15.0,10.0,PHP,5.0,15.0,Per_Hour,T&M,2025-01-01,Perplexity-MagistralConsulting-2025,HIGH,2025-01-03
RATE-FR-KYC-NRS-MX-MEX,FR,KYC_Analyst,Nearshore,MX-MEX,15.0,35.0,25.0,MXN,15.0,35.0,Per_Hour,T&M,2025-01-01,Perplexity-ComplyWiser-Poland-2025,HIGH,2025-01-03
RATE-FR-KYC-NRS-PL-WAW,FR,KYC_Analyst,Nearshore,PL-WAW,15.0,35.0,25.0,PLN,15.0,35.0,Per_Hour,T&M,2025-01-01,Perplexity-ComplyWiser-Poland-2025,HIGH,2025-01-03
RATE-FR-KYC-ON-US-PHX,FR,KYC_Analyst,Onshore,US-PHX,35.0,80.0,57.5,USD,35.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-Bestarion-2025,HIGH,2025-01-03
RATE-FR-EDD-STD-IN-BLR,FR,EDD_Analyst,Standard,IN-BLR,20.0,50.0,35.0,INR,20.0,50.0,Per_Hour,T&M,2025-01-01,Perplexity-PolarisMarket-2025,HIGH,2025-01-03
RATE-FR-EDD-NRS-PL-WAW,FR,EDD_Analyst,Nearshore,PL-WAW,40.0,80.0,60.0,PLN,40.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-PolarisMarket-2025,HIGH,2025-01-03
RATE-FR-EDD-ON-US-PHX,FR,EDD_Analyst,Onshore,US-PHX,80.0,150.0,115.0,USD,80.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity-Didit-2025,HIGH,2025-01-03
RATE-FR-AML-ALR-IN-BLR,FR,AML_Alert_Investigator,Offshore,IN-BLR,15.0,40.0,27.5,INR,15.0,40.0,Per_Hour,T&M,2025-01-01,Perplexity-Namescan-2025,HIGH,2025-01-03
RATE-FR-AML-ALR-PH-MNL,FR,AML_Alert_Investigator,Offshore,PH-MNL,15.0,40.0,27.5,PHP,15.0,40.0,Per_Hour,T&M,2025-01-01,Perplexity-Namescan-2025,HIGH,2025-01-03
RATE-FR-AML-ALR-MX-MEX,FR,AML_Alert_Investigator,Nearshore,MX-MEX,35.0,80.0,57.5,MXN,35.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-Magistral-2025,HIGH,2025-01-03
RATE-FR-AML-ALR-US-PHX,FR,AML_Alert_Investigator,Onshore,US-PHX,80.0,200.0,140.0,USD,80.0,200.0,Per_Hour,T&M,2025-01-01,Perplexity-DataRobot-2025,HIGH,2025-01-03
RATE-FR-AML-CSE-GENPACT,FR,AML_Case_Investigator,Standard,GLOBAL,50.0,120.0,85.0,USD,50.0,120.0,Per_Hour,T&M,2025-01-01,Perplexity-FMI-Genpact-2025,HIGH,2025-01-03
RATE-FR-AML-CSE-ACCENTURE,FR,AML_Case_Investigator,Premium,GLOBAL,75.0,150.0,112.5,USD,75.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity-Accenture-PEAK-2025,HIGH,2025-01-03
RATE-FR-AML-CSE-EXL,FR,AML_Case_Investigator,Value,GLOBAL,40.0,90.0,65.0,USD,40.0,90.0,Per_Hour,T&M,2025-01-01,Perplexity-FMI-EXL-2025,HIGH,2025-01-03
RATE-FR-AML-CSE-WNS,FR,AML_Case_Investigator,Standard,GLOBAL,45.0,100.0,72.5,USD,45.0,100.0,Per_Hour,T&M,2025-01-01,Perplexity-WNS-FCC-2025,HIGH,2025-01-03
RATE-FR-AML-CSE-SUTHERLAND,FR,AML_Case_Investigator,Value,GLOBAL,35.0,85.0,60.0,USD,35.0,85.0,Per_Hour,T&M,2025-01-01,Perplexity-Sutherland-2025,HIGH,2025-01-03
RATE-FR-TXN-MON-OFF-GLOBAL,FR,Transaction_Monitoring,Offshore,GLOBAL,0.001,0.005,0.003,USD,0.001,0.005,Per_Transaction,PPU,2025-01-01,Perplexity-Magistral-TM-2025,HIGH,2025-01-03
RATE-FR-TXN-MON-NRS-GLOBAL,FR,Transaction_Monitoring,Nearshore,GLOBAL,0.003,0.008,0.0055,USD,0.003,0.008,Per_Transaction,PPU,2025-01-01,Perplexity-Magistral-TM-2025,HIGH,2025-01-03
RATE-FR-TXN-MON-ON-GLOBAL,FR,Transaction_Monitoring,Onshore,GLOBAL,0.01,0.02,0.015,USD,0.01,0.02,Per_Transaction,PPU,2025-01-01,Perplexity-Magistral-TM-2025,HIGH,2025-01-03
RATE-FR-FRD-STD-IN-BLR,FR,Fraud_Investigator,Offshore,IN-BLR,25.0,75.0,50.0,INR,25.0,75.0,Per_Hour,T&M,2025-01-01,Perplexity-BioCatch-2025,HIGH,2025-01-03
RATE-FR-FRD-NRS-MX-MEX,FR,Fraud_Investigator,Nearshore,MX-MEX,60.0,150.0,105.0,MXN,60.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity-ScaleArmy-2025,HIGH,2025-01-03
RATE-FR-FRD-ON-US-PHX,FR,Fraud_Investigator,Onshore,US-PHX,120.0,300.0,210.0,USD,120.0,300.0,Per_Hour,T&M,2025-01-01,Perplexity-Magistral-2025,HIGH,2025-01-03
RATE-FR-FRD-SYN-OFF,FR,Fraud_Inv_Synthetic_ID,Offshore,GLOBAL,50.0,120.0,85.0,USD,50.0,120.0,Per_Hour,T&M,2025-01-01,Perplexity-FedReserve-2025,HIGH,2025-01-03
RATE-FR-FRD-SYN-ON,FR,Fraud_Inv_Synthetic_ID,Onshore,GLOBAL,200.0,450.0,325.0,USD,200.0,450.0,Per_Hour,T&M,2025-01-01,Perplexity-BioCatch-2025,HIGH,2025-01-03
RATE-FR-FRD-ATO-OFF,FR,Fraud_Inv_Account_Takeover,Offshore,GLOBAL,40.0,90.0,65.0,USD,40.0,90.0,Per_Hour,T&M,2025-01-01,Perplexity-Juniper-2025,HIGH,2025-01-03
RATE-FR-FRD-ATO-ON,FR,Fraud_Inv_Account_Takeover,Onshore,GLOBAL,150.0,320.0,235.0,USD,150.0,320.0,Per_Hour,T&M,2025-01-01,Perplexity-Juniper-2025,HIGH,2025-01-03
RATE-FR-SAR-OFF-GLOBAL,FR,SAR_Filing_Service,Offshore,GLOBAL,50.0,150.0,100.0,USD,50.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity-BPI-2025,HIGH,2025-01-03
RATE-FR-SAR-NRS-GLOBAL,FR,SAR_Filing_Service,Nearshore,GLOBAL,100.0,250.0,175.0,USD,100.0,250.0,Per_Hour,T&M,2025-01-01,Perplexity-ComplyWiser-2025,HIGH,2025-01-03
RATE-FR-SAR-ON-GLOBAL,FR,SAR_Filing_Service,Onshore,GLOBAL,200.0,500.0,350.0,USD,200.0,500.0,Per_Hour,T&M,2025-01-01,Perplexity-ThomsonReuters-2025,HIGH,2025-01-03
RATE-FR-AUD-OFF-IN-BLR,FR,Compliance_Auditor,Offshore,IN-BLR,40.0,80.0,60.0,INR,40.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-Deloitte-2025,HIGH,2025-01-03
RATE-FR-AUD-NRS-PL-WAW,FR,Compliance_Auditor,Nearshore,PL-WAW,75.0,150.0,112.5,PLN,75.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity-PWC-CEE-2025,HIGH,2025-01-03
RATE-FR-AUD-ON-US-PHX,FR,Compliance_Auditor,Onshore,US-PHX,150.0,350.0,250.0,USD,150.0,350.0,Per_Hour,T&M,2025-01-01,Perplexity-BigFour-2025,HIGH,2025-01-03
RATE-FR-FTE-OFF-GLOBAL,FR,Compliance_FTE,Offshore,GLOBAL,23.0,46.0,34.5,USD,23.0,46.0,Per_Hour,T&M,2025-01-01,Perplexity-ISG-FTE-2025,HIGH,2025-01-03
RATE-FR-FTE-NRS-GLOBAL,FR,Compliance_FTE,Nearshore,GLOBAL,37.0,69.0,53.0,USD,37.0,69.0,Per_Hour,T&M,2025-01-01,Perplexity-ISG-FTE-2025,HIGH,2025-01-03
RATE-FR-FTE-ON-GLOBAL,FR,Compliance_FTE,Onshore,GLOBAL,92.0,150.0,121.0,USD,92.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity-ISG-FTE-2025,HIGH,2025-01-03
RATE-FR-MGR-OFF-IN-BLR,FR,Compliance_Manager,Offshore,IN-BLR,40.0,58.0,49.0,INR,40.0,58.0,Per_Hour,T&M,2025-01-01,Perplexity-India-FTE-2025,HIGH,2025-01-03
RATE-FR-MGR-NRS-PL-WAW,FR,Compliance_Manager,Nearshore,PL-WAW,58.0,86.0,72.0,PLN,58.0,86.0,Per_Hour,T&M,2025-01-01,Perplexity-Poland-FTE-2025,HIGH,2025-01-03
RATE-FR-MGR-ON-US-PHX,FR,Compliance_Manager,Onshore,US-PHX,150.0,250.0,200.0,USD,150.0,250.0,Per_Hour,T&M,2025-01-01,Perplexity-US-SeniorMgr-2025,HIGH,2025-01-03
RATE-FR-DIR-ON-US-PHX,FR,Compliance_Director,Onshore,US-PHX,250.0,400.0,325.0,USD,250.0,400.0,Per_Hour,T&M,2025-01-01,Perplexity-US-Director-2025,HIGH,2025-01-03
RATE-AI-MLE-OFF-IN-BLR,AI,ML_Engineer,Offshore,IN-BLR,50.0,80.0,65.0,INR,50.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLE-OFF-PH-MNL,AI,ML_Engineer,Offshore,PH-MNL,50.0,80.0,65.0,PHP,50.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLE-NRS-PL-WAW,AI,ML_Engineer,Nearshore,PL-WAW,80.0,140.0,110.0,PLN,80.0,140.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLE-NRS-RO-BUC,AI,ML_Engineer,Nearshore,RO-BUC,80.0,140.0,110.0,RON,80.0,140.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLE-ON-US-PHX,AI,ML_Engineer,Onshore,US-PHX,100.0,200.0,150.0,USD,100.0,200.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLOP-OFF-IN-BLR,AI,MLOps_Engineer,Offshore,IN-BLR,50.0,80.0,65.0,INR,50.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLOP-NRS-PL-WAW,AI,MLOps_Engineer,Nearshore,PL-WAW,80.0,140.0,110.0,PLN,80.0,140.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-MLOP-ON-US-PHX,AI,MLOps_Engineer,Onshore,US-PHX,100.0,200.0,150.0,USD,100.0,200.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-DSC-OFF-IN-BLR,AI,Data_Scientist,Offshore,IN-BLR,50.0,80.0,65.0,INR,50.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-DSC-NRS-PL-WAW,AI,Data_Scientist,Nearshore,PL-WAW,80.0,140.0,110.0,PLN,80.0,140.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-DSC-ON-US-PHX,AI,Data_Scientist,Onshore,US-PHX,100.0,200.0,150.0,USD,100.0,200.0,Per_Hour,T&M,2025-01-01,Perplexity-MLOps-Geographic-2025,HIGH,2025-01-03
RATE-AI-GOV-PROG-GLOBAL,AI,AI_Governance_Program,Annual,GLOBAL,83333.0,166667.0,125000.0,USD,83333.0,166667.0,Per_Year,Fixed_Annual,2025-01-01,Perplexity-AIGov-Annual-2025,HIGH,2025-01-03
RATE-AI-ANN-OBJ-OFF-GLOBAL,AI,Data_Annotator_Object,Offshore,GLOBAL,0.03,0.08,0.055,USD,0.03,0.08,Per_Hour,T&M,2025-01-01,Perplexity-DataAnnotation-2025,HIGH,2025-01-03
RATE-AI-ANN-IMG-OFF-GLOBAL,AI,Data_Annotator_Image,Offshore,GLOBAL,0.1,0.5,0.3,USD,0.1,0.5,Per_Hour,T&M,2025-01-01,Perplexity-DataAnnotation-2025,HIGH,2025-01-03
RATE-AI-ANN-IMG-ON-GLOBAL,AI,Data_Annotator_Image_Specialized,Onshore,GLOBAL,0.84,3.0,1.92,USD,0.84,3.0,Per_Hour,T&M,2025-01-01,Perplexity-DataAnnotation-2025,HIGH,2025-01-03
RATE-AI-ANN-TXT-OFF-GLOBAL,AI,Data_Annotator_Text,Offshore,GLOBAL,0.02,0.1,0.06,USD,0.02,0.1,Per_Hour,T&M,2025-01-01,Perplexity-DataAnnotation-2025,HIGH,2025-01-03
RATE-AI-ANN-VID-OFF-GLOBAL,AI,Data_Annotator_Video,Offshore,GLOBAL,2.0,8.0,5.0,USD,2.0,8.0,Per_Hour,T&M,2025-01-01,Perplexity-DataAnnotation-2025,HIGH,2025-01-03
RATE-AI-ARCH-ON-US-PHX,AI,AI_Architect,Onshore,US-PHX,150.0,250.0,200.0,USD,150.0,250.0,Per_Hour,T&M,2025-01-01,Perplexity-AIConsultant-2025,HIGH,2025-01-03
RATE-AI-ARCH-NRS-PL-WAW,AI,AI_Architect,Nearshore,PL-WAW,80.0,140.0,110.0,PLN,80.0,140.0,Per_Hour,T&M,2025-01-01,Perplexity-AIConsultant-2025,HIGH,2025-01-03
RATE-AI-ARCH-OFF-IN-BLR,AI,AI_Architect,Offshore,IN-BLR,50.0,100.0,75.0,INR,50.0,100.0,Per_Hour,T&M,2025-01-01,Perplexity-AIConsultant-2025,HIGH,2025-01-03
RATE-AI-LLM-DEV-ON-US,AI,LLM_Developer,Onshore,US-PHX,120.0,200.0,160.0,USD,120.0,200.0,Per_Hour,T&M,2025-01-01,Perplexity-LLMDev-2025,HIGH,2025-01-03
RATE-AI-LLM-DEV-NRS-PL,AI,LLM_Developer,Nearshore,PL-WAW,70.0,120.0,95.0,PLN,70.0,120.0,Per_Hour,T&M,2025-01-01,Perplexity-LLMDev-2025,HIGH,2025-01-03
RATE-AI-LLM-DEV-OFF-IN,AI,LLM_Developer,Offshore,IN-BLR,40.0,80.0,60.0,INR,40.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity-LLMDev-2025,HIGH,2025-01-03
RATE-AI-TRAIN-FINE-GLOBAL,AI,Model_Fine_Tuning,Project,GLOBAL,5000.0,50000.0,27500.0,USD,5000.0,50000.0,Per_Model,PPU,2025-01-01,Perplexity-ModelTraining-2025,HIGH,2025-01-03
RATE-AI-TRAIN-FULL-GLOBAL,AI,Model_Training_Full,Project,GLOBAL,100000.0,1000000.0,550000.0,USD,100000.0,1000000.0,Per_Model,PPU,2025-01-01,Perplexity-ModelTraining-2025,HIGH,2025-01-03
RATE-AI-SYNTH-DATA-GLOBAL,AI,Synthetic_Data_Generation,Project,GLOBAL,75000.0,500000.0,287500.0,USD,75000.0,500000.0,Per_Dataset,PPU,2025-01-01,Perplexity-SyntheticData-2025,HIGH,2025-01-03
RATE-AI-MAINT-ANNUAL-GLOBAL,AI,AI_System_Maintenance,Annual_Pct,GLOBAL,0.2,0.4,0.3,USD,0.2,0.4,Per_Hour,T&M,2025-01-01,Perplexity-AIMaintenance-2025,HIGH,2025-01-03
PPU-IT-001,IT,Help_Desk,Tier_1,GLOBAL,6.0,25.0,15.56,USD,6.0,25.0,Per_Ticket,PPU,2024-12-01,MetricNet 2024;HDI Benchmarking,High,2025-01-03
PPU-IT-002,IT,Help_Desk,Tier_2,GLOBAL,25.0,50.0,35.0,USD,25.0,50.0,Per_Ticket,PPU,2024-12-01,MetricNet 2024,High,2025-01-03
PPU-IT-003,IT,Help_Desk,Tier_3,GLOBAL,50.0,125.0,104.0,USD,50.0,125.0,Per_Ticket,PPU,2024-12-01,MetricNet 2024,High,2025-01-03
PPU-IT-004,IT,Help_Desk,All_Tiers,GLOBAL,2.93,49.69,22.0,USD,2.93,49.69,Per_Ticket,PPU,2024-12-01,MetricNet 2024,High,2025-01-03
PPU-IT-005,IT,Desktop_Support,Field_Service,GLOBAL,75.0,150.0,110.0,USD,75.0,150.0,Per_Visit,PPU,2024-12-01,Gartner IT Key Metrics 2024,Medium,2025-01-03
PPU-IT-006,IT,Password_Reset,Automated,GLOBAL,0.5,2.0,1.0,USD,0.5,2.0,Per_Reset,PPU,2024-12-01,HDI Industry Average,High,2025-01-03
PPU-IT-007,IT,Password_Reset,Manual,GLOBAL,15.0,25.0,20.0,USD,15.0,25.0,Per_Reset,PPU,2024-12-01,HDI Industry Average,Medium,2025-01-03
PPU-FA-001,FA,Invoice_Processing,Top_Performer,GLOBAL,1.42,2.07,1.77,USD,1.42,2.07,Per_Invoice,PPU,2024-12-01,APQC 2024,High,2025-01-03
PPU-FA-002,FA,Invoice_Processing,Median,GLOBAL,2.82,5.83,4.5,USD,2.82,5.83,Per_Invoice,PPU,2024-12-01,APQC 2024,High,2025-01-03
PPU-FA-003,FA,Invoice_Processing,Bottom_Performer,GLOBAL,6.0,10.89,8.5,USD,6.0,10.89,Per_Invoice,PPU,2024-12-01,APQC 2024,High,2025-01-03
PPU-FA-004,FA,Invoice_Processing,Distribution_Industry,GLOBAL,0.85,1.5,1.14,USD,0.85,1.5,Per_Invoice,PPU,2024-12-01,APQC Industry Data,High,2025-01-03
PPU-FA-005,FA,Invoice_Processing,Government,GLOBAL,7.0,12.0,9.43,USD,7.0,12.0,Per_Invoice,PPU,2024-12-01,APQC Industry Data,Medium,2025-01-03
PPU-FA-006,FA,Accounts_Payable,Manual,GLOBAL,12.0,25.0,18.0,USD,12.0,25.0,Per_Invoice,PPU,2024-12-01,Ardent Partners 2024,Medium,2025-01-03
PPU-FA-007,FA,Accounts_Payable,Automated,GLOBAL,2.0,5.0,3.5,USD,2.0,5.0,Per_Invoice,PPU,2024-12-01,Ardent Partners 2024,Medium,2025-01-03
PPU-FA-008,FA,Expense_Report,Standard,GLOBAL,8.0,20.0,12.0,USD,8.0,20.0,Per_Report,PPU,2024-12-01,APQC 2024,Medium,2025-01-03
PPU-FA-009,FA,Journal_Entry,Standard,GLOBAL,3.0,8.0,5.0,USD,3.0,8.0,Per_Entry,PPU,2024-12-01,APQC Industry Average,Medium,2025-01-03
PPU-HR-001,HR,Payroll_Processing,Small_Business,GLOBAL,10.0,31.82,20.0,USD,10.0,31.82,Per_Payslip,PPU,2024-12-01,ADP Benchmarking;Deloitte 2024,High,2025-01-03
PPU-HR-002,HR,Payroll_Processing,Mid_Market,GLOBAL,5.0,13.66,8.0,USD,5.0,13.66,Per_Payslip,PPU,2024-12-01,ADP Benchmarking 2024,High,2025-01-03
PPU-HR-003,HR,Payroll_Processing,Enterprise,GLOBAL,3.0,6.0,4.0,USD,3.0,6.0,Per_Payslip,PPU,2024-12-01,Deloitte Global Payroll 2024,High,2025-01-03
PPU-HR-004,HR,Payroll_Processing,Outsourced,GLOBAL,1.5,5.0,3.0,USD,1.5,5.0,Per_Payslip,PPU,2024-12-01,ADP Industry Average,High,2025-01-03
PPU-HR-005,HR,Background_Check,Standard,GLOBAL,25.0,75.0,45.0,USD,25.0,75.0,Per_Check,PPU,2024-12-01,SHRM;Industry Average,Medium,2025-01-03
PPU-HR-006,HR,Background_Check,Comprehensive,GLOBAL,75.0,200.0,125.0,USD,75.0,200.0,Per_Check,PPU,2024-12-01,Industry Average,Medium,2025-01-03
PPU-HR-007,HR,Drug_Screening,Standard_Panel,GLOBAL,30.0,60.0,45.0,USD,30.0,60.0,Per_Test,PPU,2024-12-01,Industry Average,Medium,2025-01-03
PPU-HR-008,HR,Recruiting,Agency_Fee,GLOBAL,15000.0,35000.0,22000.0,USD,15000.0,35000.0,Per_Hire,PPU,2024-12-01,SHRM 2024,Medium,2025-01-03
PPU-HR-009,HR,Recruiting,RPO_Transaction,GLOBAL,3000.0,8000.0,5000.0,USD,3000.0,8000.0,Per_Hire,PPU,2024-12-01,Everest Group RPO 2024,Medium,2025-01-03
PPU-HR-010,HR,Employee_Onboarding,Standard,GLOBAL,150.0,400.0,250.0,USD,150.0,400.0,Per_Employee,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-HC-001,CL,Medical_Claims,Standard,GLOBAL,3.5,8.0,5.5,USD,3.5,8.0,Per_Claim,PPU,2024-12-01,Everest Group Healthcare 2024,Medium,2025-01-03
PPU-HC-002,CL,Medical_Claims,Complex,GLOBAL,8.0,15.0,11.0,USD,8.0,15.0,Per_Claim,PPU,2024-12-01,Industry Average,Medium,2025-01-03
PPU-HC-003,CL,Claims_Adjudication,Appeal_Processing,GLOBAL,40.0,75.0,57.23,USD,40.0,75.0,Per_Claim,PPU,2024-12-01,Premier Inc Survey 2024,High,2025-01-03
PPU-HC-004,CL,Prior_Authorization,Standard,GLOBAL,15.0,35.0,25.0,USD,15.0,35.0,Per_Authorization,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-HC-005,CL,Eligibility_Verification,Standard,GLOBAL,1.5,4.0,2.5,USD,1.5,4.0,Per_Verification,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-CS-001,CO,Customer_Service,Phone_Resolution,GLOBAL,5.0,15.0,8.5,USD,5.0,15.0,Per_Resolution,PPU,2024-12-01,ISG Contact Center 2024,Medium,2025-01-03
PPU-CS-002,CO,Customer_Service,Email_Resolution,GLOBAL,3.0,8.0,5.0,USD,3.0,8.0,Per_Resolution,PPU,2024-12-01,ISG Contact Center 2024,Medium,2025-01-03
PPU-CS-003,CO,Customer_Service,Chat_Resolution,GLOBAL,2.0,6.0,3.5,USD,2.0,6.0,Per_Resolution,PPU,2024-12-01,ISG Contact Center 2024,Medium,2025-01-03
PPU-CS-004,CO,Customer_Service,Chatbot_Automated,GLOBAL,0.1,0.5,0.25,USD,0.1,0.5,Per_Resolution,PPU,2024-12-01,Industry Average,Medium,2025-01-03
PPU-OP-001,FA,Order_Processing,Standard,GLOBAL,1.5,4.0,2.5,USD,1.5,4.0,Per_Order,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-OP-002,FA,Order_Processing,Complex_B2B,GLOBAL,5.0,15.0,8.0,USD,5.0,15.0,Per_Order,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-OP-003,FA,Data_Entry,Standard,GLOBAL,0.5,2.0,1.0,USD,0.5,2.0,Per_Record,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-OP-004,FA,Data_Entry,Complex_Forms,GLOBAL,2.0,5.0,3.0,USD,2.0,5.0,Per_Record,PPU,2024-12-01,Industry Average,Low,2025-01-03
PPU-OP-005,FA,Document_Processing,Standard,GLOBAL,1.0,3.0,1.75,USD,1.0,3.0,Per_Document,PPU,2024-12-01,Industry Average,Low,2025-01-03
