Service_Type_ID,SubCategory_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence
ST-COP-005-03-01,CAT-COP-005-03,Cultural Validation,In-market cultural review,Async,PPU,Transaction,QA_Specialist,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-005-02-01,CAT-COP-005-02,Functional QA,Localized product testing,Async,PPU,Transaction,QA_Specialist,None,5,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-004-04-01,CAT-COP-004-04,Content Governance,Content governance services,Async,Fixed_Monthly,Month,Content_Manager,None,,Processing,24hr processing,Compliance,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-004-05-01,CAT-COP-004-05,Content Archival,Long-term content archival,Async,PPU,Month,Content_Manager,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-02-01,CAT-COP-002-02,AI-Assisted Moderation,AI-human hybrid moderation,Async,PPU,Transaction,Content_Moderator,L1-L2,3,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-COP-002-07-01,CAT-COP-002-07,Platform Integrity,Account and fraud prevention,Async,PPU,Transaction,Content_Moderator,L1-L2,3,Processing,24hr processing,Accuracy,95% accuracy,,,"TransPerfect,Lionbridge,SDL,TaskUs,Telus",LOW
ST-AI-002-03-01,CAT-AI-002-03,Text Annotation Services,"NER, sentiment, intent classification, and linguistic annotation for NLP models",Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-04-01,CAT-AI-002-04,Audio Annotation Services,"Speech transcription, speaker diarization, and audio event classification",Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-05-01,CAT-AI-002-05,3D & LiDAR Annotation Services,"Point cloud annotation, sensor fusion labeling for autonomous systems",Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-06-01,CAT-AI-002-06,Document Annotation Services,"Document parsing, form extraction, OCR correction, and structured data annotation",Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-002-07-01,CAT-AI-002-07,Medical Imaging Annotation Services,"Expert medical image annotation (radiology, pathology) requiring clinical knowledge",Async,PPU,Transaction,AI_Trainer,L1-L3,5,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-03-01,CAT-AI-003-03,LLM Fine-Tuning Operations Services,"Supervised fine-tuning, PEFT, and domain adaptation services for LLMs",N/A,T&M,Hour,ML_Engineer,L1-L4,,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-04-01,CAT-AI-003-04,Prompt Engineering Services,"Prompt design, optimization, and prompt library development for GenAI applications",N/A,T&M,Hour,ML_Engineer,L1-L4,,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-003-05-01,CAT-AI-003-05,Synthetic Training Data for GenAI Services,Generation of synthetic training examples for LLM fine-tuning and evaluation,N/A,T&M,Hour,ML_Engineer,L1-L4,,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-AI-005-04-01,CAT-AI-005-04,Programmatic Labeling Services,Programmatic/weak supervision labeling using rules and heuristics,Async,Blended,Month,MLOps_Engineer,L1-L3,,Processing,1h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
ST-CL-001-03-01,CAT-CL-001-03,Site Management Organizations Services,Clinical site network management,N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-001-04-01,CAT-CL-001-04,Patient Recruitment Services,Digital and traditional patient recruitment,N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-03-01,CAT-CL-002-03,Global Registrations Services,"Ex-US regulatory filings, local agent services",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-04-01,CAT-CL-002-04,CMC Regulatory Services,"Chemistry, Manufacturing, Controls regulatory support",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-003-02-01,CAT-CL-003-02,Key Opinion Leader (KOL) Management,"Key Opinion Leader identification, engagement",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-003-03-01,CAT-CL-003-03,Medical Information Services,Medical information call center and healthcare inquiry response services,N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-003-04-01,CAT-CL-003-04,Publication Planning Services,Strategic publication development,N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-004-03-01,CAT-CL-004-03,Aggregate Safety Reporting (PSUR/PBRER) Services,"Periodic safety report preparation including PSUR, PBRER, and DSUR",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-004-04-01,CAT-CL-004-04,Signal Detection & Risk Management,"Safety signal identification, RMP support",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-005-03-01,CAT-CL-005-03,Investigator Brochures Services,"Investigator's Brochure (IB) development, updates, and maintenance",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-005-04-01,CAT-CL-005-04,Manuscripts & Publications Services,"Journal manuscripts, abstracts, posters",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-006-02-01,CAT-CL-006-02,Clinical Data Management,"CRF design, data entry, data cleaning",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-006-03-01,CAT-CL-006-03,EDC/CDMS Implementation Services,"Rave, Veeva, Oracle implementation",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-006-04-01,CAT-CL-006-04,CDISC Standards Conversion Services,Clinical data standardization including SDTM and ADaM dataset creation,N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-03-01,CAT-CL-007-03,Vendor Qualification Services,"CRO, lab, other vendor qualification",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-04-01,CAT-CL-007-04,Quality Systems Consulting Services,"QMS development, SOP development",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-03-01,CAT-CL-008-03,Sample Storage & Biobanking Services,Biorepository services for long-term biological specimen storage and management,N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-04-01,CAT-CL-008-04,Imaging Core Lab Services,"Central image reading, quantitative imaging",N/A,T&M,Hour,Clinical_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CO-001-04-01,CAT-CO-001-04,Overflow/After-Hours Services,Peak capacity and 24/7 coverage,Voice,PPU,Transaction,Customer_Service_Agent,L1-L3,6,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-03-01,CAT-CO-002-03,Social Media Support Services,"Facebook, Twitter/X, Instagram support",Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,60s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-002-04-01,CAT-CO-002-04,Messaging/SMS Support Services,"WhatsApp, SMS, Apple Business Chat",Live_Digital,PPU,Transaction,Digital_Support_Agent,L1-L2,8,Processing,60s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-003-04-01,CAT-CO-003-04,Field Service Dispatch Services,Coordination of on-site technical service,Voice,PPU,Transaction,Technical_Support_Agent,L1-L4,12,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-03-01,CAT-CO-004-03,Renewal Management,Contract renewal execution and follow-up,Voice,Outcome,Case,Collections_Agent,None,5,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-004-04-01,CAT-CO-004-04,Expansion/Upsell Programs Services,"Cross-sell, upsell campaign execution",Voice,Outcome,Case,Collections_Agent,None,5,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-005-04-01,CAT-CO-005-04,Legal Collections Services,"Litigation, judgment collection",Async,PPU,Transaction,Back_Office_Agent,None,4,Processing,4h processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-006-04-01,CAT-CO-006-04,Claims Processing Services,Non-medical claims adjudication,N/A,Blended,Month,Customer_Success_Manager,L1-L2,,Processing,4h processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-007-03-01,CAT-CO-007-03,Knowledge Management,"Knowledge base creation, maintenance",Voice,Blended,Hour,Sales_Support_Agent,None,10,Processing,1h processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-CO-008-03-01,CAT-CO-008-03,Capacity Planning Services,"Long-term planning, hiring models",Voice,Blended,Hour,Specialist_Agent,L1-L3,15,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH
ST-EN-001-02-01,CAT-EN-001-02,Outage Management,Planned and forced outage services,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-03-01,CAT-EN-001-03,Parts & Equipment Services,"Spare parts, equipment upgrades",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-04-01,CAT-EN-001-04,Performance Engineering Services,"Heat rate optimization, efficiency",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-03-01,CAT-EN-002-03,Grid Management & Balancing Services,"Real-time grid operations, balancing",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-04-01,CAT-EN-002-04,Vegetation Management,Vegetation management and right-of-way (ROW) maintenance for transmission lines,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-03-01,CAT-EN-003-03,Risk Management & Analytics Services,"Energy trading risk management including market risk, credit risk, and Value-at-Risk analytics",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-04-01,CAT-EN-003-04,Middle/Back Office Services,"Settlements, confirmations, accounting",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-03-01,CAT-EN-004-03,Battery Storage O&M Services,Battery Energy Storage System (BESS) operations and maintenance services,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-04-01,CAT-EN-004-04,Renewable Asset Management,Technical/commercial asset management,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-03-01,CAT-EN-005-03,Production Operations Services,"Well operations, artificial lift",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-04-01,CAT-EN-005-04,Oilfield Equipment & Services,"Rental equipment, wireline, etc.",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-006-03-01,CAT-EN-006-03,Compression Services,Natural gas compressor station operations and maintenance services,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-006-04-01,CAT-EN-006-04,Metering & Measurement Services,Pipeline custody transfer metering and measurement services,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-007-03-01,CAT-EN-007-03,Decommissioning & Remediation Services,"Asset decommissioning, site remediation, and environmental restoration",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-007-04-01,CAT-EN-007-04,Grid Interconnection Services,Utility interconnection projects,Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-03-01,CAT-EN-008-03,Environmental Compliance Services,"Permitting, compliance management",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-04-01,CAT-EN-008-04,Carbon & Sustainability Services,"Carbon accounting, offsets, ESG",Voice,Blended,Hour,Energy_Operations_Tech,L1-L3,15,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-FA-001-03-01,CAT-FA-001-03,P2P Operations Services,End-to-end procure-to-pay management including PO matching,Async,PPU,Transaction,AP_Processor,None,5,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-001-04-01,CAT-FA-001-04,Supplier Master Management,"Vendor onboarding, data maintenance, payment term management",Async,PPU,Transaction,AP_Processor,None,5,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-002-03-01,CAT-FA-002-03,Credit Management,"Credit application review, limit setting, ongoing monitoring",Async,PPU,Transaction,AR_Specialist,None,6,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-002-04-01,CAT-FA-002-04,Cash Application Services,"Payment matching, exception resolution, deduction processing",Async,PPU,Transaction,AR_Specialist,None,6,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-003-03-01,CAT-FA-003-03,Intercompany Accounting Services,"IC transaction processing, netting, elimination entries",Async,Blended,Month,Accountant,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-003-04-01,CAT-FA-003-04,Financial Consolidation Services,"Multi-entity consolidation, currency translation, elimination",Async,Blended,Month,Accountant,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-03-01,CAT-FA-004-03,Payroll Tax Services,"Payroll tax withholding, deposits, filings",N/A,T&M,Hour,Tax_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-004-04-01,CAT-FA-004-04,Property Tax Services,"Property tax return prep, valuation appeals, audit support",N/A,T&M,Hour,Tax_Specialist,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-02-01,CAT-FA-005-02,Transfer Pricing Services,"TP documentation, planning, dispute resolution",Async,Blended,Month,Treasury_Analyst,L1-L2,,Processing,1h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-03-01,CAT-FA-005-03,M&A Tax Advisory Services,"Due diligence, structuring, integration",Async,Blended,Month,Treasury_Analyst,L1-L2,,Processing,1h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-005-04-01,CAT-FA-005-04,Credits & Incentives Services,"R&D credits, state incentives, location advisory",Async,Blended,Month,Treasury_Analyst,L1-L2,,Processing,1h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-006-03-01,CAT-FA-006-03,Integrated Audit Services,Combined financial statement and ICFR audit,N/A,Fixed_Monthly,Month,Auditor,L1-L3,,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-008-03-01,CAT-FA-008-03,Bank Relationship Mgmt Services,"Bank fee analysis, RFP support, relationship optimization",Async,PPU,Transaction,Payroll_Specialist,None,3,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-009-01-01,CAT-FA-009-01,Budgeting Support Services,"Annual budget development, template management, consolidation",Async,PPU,Transaction,Expense_Processor,None,3,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-009-02-01,CAT-FA-009-02,Forecasting Services,"Rolling forecasts, scenario modeling, variance analysis",Async,PPU,Transaction,Expense_Processor,None,3,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-009-03-01,CAT-FA-009-03,Management Reporting Services,Standard and ad-hoc management reports,Async,PPU,Transaction,Expense_Processor,None,3,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-010-01-01,CAT-FA-010-01,SEC Filing Support Services,"10-K, 10-Q, 8-K, proxy statement support",Async,PPU,Transaction,Procurement_Specialist,L1-L2,10,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-010-02-01,CAT-FA-010-02,XBRL Tagging Services,Financial statement tagging per SEC requirements,Async,PPU,Transaction,Procurement_Specialist,L1-L2,10,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FA-010-03-01,CAT-FA-010-03,Statutory Audit Support Services,"Local GAAP reporting, statutory filing coordination",Async,PPU,Transaction,Procurement_Specialist,L1-L2,10,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH
ST-FR-001-02-01,CAT-FR-001-02,Tenant Services,"Work order management, occupant requests",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-001-03-01,CAT-FR-001-03,Vendor Coordination Services,"Subcontractor management, service scheduling",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-002-03-01,CAT-FR-002-03,Critical Date Management,"Tracking renewal, termination, escalation dates",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-002-04-01,CAT-FR-002-04,Lease Audit Services,"CAM audit, landlord billing verification",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-03-01,CAT-FR-003-03,Capital Projects Services,"Major building systems, infrastructure",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-04-01,CAT-FR-003-04,Project Management,"Owner's rep, program management",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-03-01,CAT-FR-004-03,Plumbing Services,Plumbing maintenance and repairs,Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-04-01,CAT-FR-004-04,General Repairs Services,General facility repairs including handyman and general maintenance services,Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-02-01,CAT-FR-005-02,Day Porter Services,"Daytime cleaning, restroom monitoring, lobby upkeep",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-03-01,CAT-FR-005-03,Specialty Cleaning Services,"Carpet cleaning, hard floor care, high dusting",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-04-01,CAT-FR-005-04,Window Cleaning Services,Interior/exterior window washing,Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-02-01,CAT-FR-006-02,Access Control Systems Services,"Badge systems, visitor management",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-03-01,CAT-FR-006-03,Surveillance & Monitoring Services,"CCTV, remote monitoring, alarm response",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-04-01,CAT-FR-006-04,Executive Protection Services,Executive protection services including VIP security and travel security,Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-007-03-01,CAT-FR-007-03,Catering Services,"Meeting catering, event food service",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-007-04-01,CAT-FR-007-04,Coffee & Beverage Services,"Coffee service, beverage programs",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-008-02-01,CAT-FR-008-02,Reception Services,"Front desk, visitor management",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-008-03-01,CAT-FR-008-03,Conference Services,"Room scheduling, A/V support, catering coordination",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-008-04-01,CAT-FR-008-04,Reprographics Services,"Print services, copy center, and document production support",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-009-01-01,CAT-FR-009-01,Workplace Strategy Services,"Workplace program development, utilization analysis",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-009-02-01,CAT-FR-009-02,Space Planning Services,"Test fits, stacking plans, layout optimization",Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-009-03-01,CAT-FR-009-03,Move Management,Relocation planning and execution,Async,Fixed_Monthly,Month,Facilities_Coordinator,None,15,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
