vendorId,vendorName,primaryTower,secondaryTowers,hqCountry,ownership,revenueUsd,employeeCount,deliveryCenterCount,deliveryLocations,certifications,keyClients,serviceCapabilities,competitivePosition,strengths,weaknesses,redFlags,pricingModel,financialHealthScore,batch
VND-1378,SCS Global,PS,,USA,Private,Unknown (global certification body),,Multiple,Offices worldwide for certification delivery,"ISO 27001 (likely); ISO 14001; ISO 14065; Multiple sustainability certifications (FSC, MSC, RSPO, ATFS, etc.)","Large brands in agriculture, food, forestry, fisheries, mining; sustainability-focused enterprises globally",PS,Tier 2 - Global sustainability and environmental certification authority,Comprehensive sustainability certification portfolio; global auditor network; third-party credibility; decades of establishment,Highly technical/niche market; limited brand recognition outside sustainability circles; dependent on client investment in sustainability initiatives,Sustainability certification budgets vulnerable to economic cycles; regulatory change dependency; competition from other certification bodies,Per-audit fees; certification annual fees; ongoing compliance monitoring; consulting retainers for implementation support,B,PS-D
VND-1379,SD Myers,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Major Contender,,,,,,
VND-1380,SDI,MO,,USA,Private,,,50,NEEDS_RESEARCH,,Retail; Airlines; Food mfg,MO,Digital supply chain specialist,Analytics capabilities; Supplier network; Long history,Niche focus; Limited brand awareness,Growth concentrated in few verticals,Transaction/FTE,B,MO
VND-1381,SEL,EN,,USA,100% employee-owned (ESOP),$1.8-2.3B (est.),6300-6500,\~110 locations,Global,ISO 27001; Unknown,Utilities; critical infrastructure,EN,Protection/automation specialist,Relay innovation; high reliability; ESOP culture,Niche focus; smaller than giants,Capital flexibility vs listed peers,Product sales; engineering; support contracts,B+,EN-A
VND-1382,SEL (Schweitzer),EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Major Contender,,,,,,
VND-1383,SGS,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1384,SGS Life Sciences,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-1385,SKIM,PS,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,PS,,,,,,,
VND-1386,SMO-Pharmina,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-1387,SP+ Corporation,FR,,USA,PE-backed (Metropolis Technologies - May 2024),Unknown (private),"26,000","4,200+ locations + 75 airports",NA/Canada,,"Airlines, commercial properties, hospitality, universities, hospitals, event venues",FR,Leader in integrated parking/ground transportation/logistics at aviation and commercial venues,"Integrated tech platform (Sphere), 26K+ employees, comprehensive services (parking/baggage/logistics), revenue management expertise","Recently privatized complexity, operational integration challenges post-acquisition",Metropolis acquisition integration risk,Management fees + Revenue share,B,FR-D
VND-1388,STI Electronics,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1389,STR Trade,SC,,USA,Independent,Unknown (estimated $50-100M),Unknown (estimated 100+),0,NA (US focus - customs/legal services),"Unknown (Trade attorneys, CBP/COAC certified)","Importers, exporters, global manufacturers, governments, CPAs",SC,Specialized trade compliance firm,"60+ international trade lawyers, government experience (CBP, ITA, USTR, Commerce), free trade agreement expertise (NAFTA, USMCA, CETA), cost recovery focus",Professional services only (not logistics/transportation); regulatory compliance focus (not supply chain execution); limited supply chain software/platform,Trade policy volatility; regulatory changes; client concentration in large importers; project-based revenue variability,"Hourly consulting, per-case retainer, contingency-based duty recovery (percentage)",B,SC-B
VND-1390,SUSE,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Major Contender,,,,,,
VND-1391,Saber Point Logistics,SC,,USA,Veteran-owned Private,,,Multiple,NA (Continental US/Canada),,,SC,Emerging,Veteran-owned; Full-service 3PL,Limited public information; Smaller brand recognition,Information gap,,B-,SC-C
VND-1392,Saia Inc,SC,,USA,Public (NASDAQ: SAIA),Unknown (estimated $1.8-2.1B),"13,000+",194 terminals,"NA (48 contiguous states, Alaska, Hawaii, Puerto Rico, Mexico, Canada)",,"Retailers, manufacturers, regional distributors",SC,Strong regional LTL player; consolidating market,"LTL scale (13,000 employees, 194 terminals), diverse service groups (Saia LTL, Saia Logistics, LinkEx), acquisition growth (17 Yellow terminals 2023)",Regional concentration; freight market exposure; integration complexity of recent acquisitions,Recent large acquisition (Yellow terminals $235.7M Dec 2023); integration risk; market consolidation headwinds,"Per shipment LTL rates, logistics service fees",B,SC-B
VND-1393,SailPoint,IT,,US,Public,$861.61M,2738,12,NA/EMEA/APAC/LATAM,ISO 27001;SOC 2;FedRAMP,Cisco;Salesforce;Nasdaq;Pfizer;General Mills,IT,Gartner Leader - Identity Governance,Platform consolidation with AI; SaaS transition (37% ARR growth YoY); Enterprise focus; Strong customer base (40% Fortune 100),High churn risk; net losses (-$1.08B); SaaS transition complexity; execution dependency,Negative net income despite strong revenue growth; recent quarterly guidance miss; integration execution risk,Flexible tiered pricing (Navigators model); Per-user SaaS,B,IT-B
VND-1394,SailPoint,IT,,United States,PE-backed,$406-621 million (ARR: ~600M),2738,,"NA, EMEA, APAC",ISO 27001; SOC 2; HIPAA; FedRAMP,"45% of Fortune 500; Large enterprises; 1,500+ customers",IT,Leader in identity governance (Gartner MQ); +95% retention,"Industry pioneer; Strong market position; M&A-driven growth (SecZetta, others)",Enterprise concentration; Slower SMB growth; Competitive threat from CyberArk/Okta; High CAC,Valuation stretched at $11.7B; Enterprise-only focus limits TAM; Integration risks,Per-identity; Licensing; Subscription,A,IT-C
VND-1395,Salesforce,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Major Contender,,,,,,
VND-1396,SaltStack,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Major Contender,,,,,,
VND-1397,Saltbox,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1398,Sama,AI,,United States,Private,"$84,800,000 (total funding disclosed; revenue ~$40M-50M estimated private company)",Undisclosed (est. 200-400 employees),10+,"NA, EMEA, APAC, LATAM",ISO 27001; B Corp Certification (unique in sector),"Google; Walmart; NVIDIA; ML labs; Tech enterprises; 56,000+ people employed in annotation roles",AI,AI training data leader; Certified B Corporation (only in AI infrastructure); $84.8M total funding; Social impact mission,B Corp structure (ESG alignment); Flexible pricing model; Human-in-the-loop expertise; Ethical workforce practices; 13x monthly revenue growth,Complex B Corp governance; Social mission vs growth tension; Limited VC-scale funding vs Scale AI; Private company opaqueness,Scale AI acquisition by Meta (49% stake) shifts competitive landscape; Akan need to differentiate vs consolidated players,Flexible per-annotation pricing (no $3M minimums like Scale AI); Project-based; FTE partnerships; Outcome-based models,B,AI
VND-1399,Same as ST-SC-003-01-01,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Unknown - Appears to be reference/duplicate entry,Unable to locate vendor matching this reference code; cross-reference ST-SC-003-01-01 required for clarification,Reference code does not correspond to identifiable vendor in standard databases,Data entry error or internal system reference; unable to provide analysis without clarification,,,SC-B
VND-1400,SameDay,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1401,Sameday,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1402,Samsara,SC,,USA,Public (NYSE: IOT),1430000000,3500,40+,NA/EMEA/APAC,SOC 2 Type 2; ISO 27001; GDPR compliant; Security attestations,"Large physical operations (19,000+ customers); Manufacturing; Logistics; Field service companies",SC,Leader - Connected operations platform; High growth; Analyst recognition,Connected operations platform; IoT integration; AI-powered insights; Hardware bundling; Growth trajectory,Newer entrant; Limited APAC presence; Price premiums; Feature breadth vs. specialists,Growth execution; Competitive response from established players; Market saturation risk; Unit economics pressure,Subscription (SaaS); Per-vehicle/per-device; Hardware sales,B,SC-A
VND-1403,Sanmina,MO,,USA,Public,7568000000,34500,80,NA/EMEA/APAC/LATAM,ISO 9001; IPC,Communications; Medical; Aerospace,MO,Top EMS provider,Diversified customers; Global footprint; Vertical integration,Margin compression; Supply complexity,Tariff/geopolitical exposure,Outcome/FTE,A,MO
VND-1404,Sanmina Corporation,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1405,Scale AI,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1406,Scalr,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Star Performer,,,,,,
VND-1407,Schellman,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1408,Schindler,FR,,Switzerland,Public,CHF 11.24B (~$13B USD),,Global,Americas/Europe/APMEA/Greater China,,Global building owners and developers,FR,Leading escalator/moving walkway manufacturer globally,"Service and modernization growth momentum, margin expansion (13.5% adjusted), global brand recognition","New equipment sales weakness, currency headwinds (strong CHF), China market exposure (-7% local currency)","Significant FX headwinds from Swiss franc strength, China real estate market decline, tariff/trade tensions",Project/Transaction-based,A,FR-D
VND-1409,Schneider Electric,SC,,France,Public,41300000000,160000,200+,NA/EMEA/APAC/LATAM,ISO 27001; ISO 14001; Compliance certifications; Industry-specific standards,Enterprises across electrification; Data centers; Buildings; Infrastructure; Manufacturing; Sustainability leaders,SC,Leader - Industrial automation; Digital transformation; Sustainability; Scale,Industrial software (AVEVA); Digital supply chain solutions; Sustainability integration; Global scale; IoT platform,Supply chain software is specialized segment; Limited dedicated SCM solutions; Integration complexity; Electrification focus,Market perception legacy automation; Software integration complexity; Digital transformation cost; Supply chain margin constraints,Subscription (SaaS); Licensing; Professional Services; Outcome-based,A,SC-A
VND-1410,Schneider Electric,FR,EN,France,Public,42000000000,177000,50+,NA;EMEA;APAC;LATAM,ISO;Cybersecurity,Data Centers;Hyperscalers;Enterprise,FR,Technology Leader Energy Mgmt,Data Center Growth;Software Recurring,Residential Softness;China Exposure,,Systems/Software/Services,A,FR-A
VND-1411,Scoop (now through Workday/others),FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1412,Scribendi,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-1413,Scythe Robotics,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1414,Second Sight Systems,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,,,,,,,
VND-1415,Secretariat,PS,,UK,Private,,,Multiple,"London, New York, other global",,"Law firms, corporate clients for litigation",PS,Specialist litigation & disputes consulting,"Expert testimony, global arbitration experience, data analytics, specialized expertise","Niche market focus, litigation dependent",None identified,FTE/Project/Transaction,A,PS-B
VND-1416,Security,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Top Vendor Top Vendor Top Vendor Top Vendor Top Ve,"Unclear - generic category term; could reference multiple vendors (Signal, Summit Fire, etc.)",Cannot determine,Cannot determine,,Unknown,FR-D
VND-1417,Sedgwick,HR,,USA,PE-backed,"$4,100,000,000",22257,150+,NA/EMEA,,,HR,Industry Leader,World's largest TPA; Comprehensive claims management; Global scale; Innovation focus,PE-backed (cyclical risk); Moderate employee turnover; Legacy claims systems,$13.2B valuation implies high leverage; Recent PE transition; Integration risk,Transaction; Project-based,A,HR
VND-1418,Segments.ai,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1419,Seldon,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,Niche Player,,,,,,
VND-1420,Sendle (B2B),FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1421,Senn-Delaney,PS,,USA,Acquired (Heidrick & Struggles),"$11.2M-$29M (historical, pre-acquisition)",,,NEEDS_RESEARCH,,"Fortune 500 companies focused on organizational culture transformation; retail giants (Sears, Walmart, JC Penney historically)",PS,Tier 2 - Organizational culture consulting specialist (now Heidrick & Struggles),Deep expertise in culture transformation; proven methodology; executive coaching capabilities; board relationships,Absorbed into larger Heidrick & Struggles; loss of boutique identity; culture change market commoditization; pre-acquisition acquisition challenges noted,Post-acquisition integration challenges with larger firm; historical financial struggles before acquisition (undercapitalized roll-up with Provant); shrinking standalone brand presence,Project-based; retainer; executive coaching/workshop fees,C,PS-D
VND-1422,Sense (with L+G),EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,,,,,,,
VND-1423,Sensormatic,SC,,USA,"Subsidiary of Tyco/Anixter (historically, now standalone or PE-backed)",Unknown (estimated $100-500M as division),"500-1,000",Global through integrations,NA/EMEA/APAC/LATAM (retailers globally),Unknown (retailer compliance certifications),"Global retailers (Macy's historical, others), retail chains, department stores",SC,Established retail tech company,"RFID inventory intelligence, loss prevention solutions, retail analytics, supply chain intelligence, 40+ years retail experience, integrated solutions (shopper insights, employee analytics, inventory visibility)","Retail-focused (not pure supply chain); RFID capital-intensive; competitive with tech providers (Amazon, Microsoft in retail)",Retail industry cyclicality; margin pressures in retail; RFID adoption headwinds; potential parent company strategic shift,"Hardware licensing, SaaS subscription per store/location, per-installation service fees",A,SC-B
VND-1424,Sensus (Xylem),EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Major Contender,,,,,,
VND-1425,Sepasoft,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1426,ServiceNow,IT,,United States,Public (NYSE: NOW),$12.1B (2024); $10.984B (FY24),27294,Global,"NA, EMEA, APAC, LATAM",ISO 27001; SOC 2; FedRAMP; HIPAA (partial),Fortune 500 (majority); global enterprises,IT,Market leader: enterprise workflow automation (ITSM/ITOM),Dominant ITSM; 26% subscription growth; enterprise focus; $1B+ FCF; Fortune 500,Atlassian/Microsoft Dynamics competition; platform complexity; CRO search; seat deceleration,CRO transition in progress,Cloud SaaS; per-user/transaction,A,IT-A
VND-1427,ServicePower,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1428,Services,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Leader Leader Leader Major Player Major Player,"Unclear - generic category term, insufficient data",Cannot determine,Cannot determine,,Unknown,FR-D
VND-1429,Services,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,Leader Leader Leader Leader Leader,"Unclear - generic category term (duplicate listing), insufficient data",Cannot determine,Cannot determine,,Unknown,FR-D
VND-1430,Shaip,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1431,Sharebite,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1432,Sharon Merrill,PS,,USA,Private,,11-50,Multiple,"NA (Boston HQ), possible EMEA expansion",,IPO-stage companies; public companies; investor relations focus; capital markets clients,PS,Tier 2 - Boutique investor relations and capital markets communications leader,Deep IR expertise; Wall Street relationships; nearly 40 years of IR experience; senior-level counsel; interim IR solutions innovation,Very small team limits capacity; boutique model scale constraints; niche market (public company IR),Small firm with key-person dependency (founder-led); limited geographic footprint outside Boston; scalability constraints,Project-based; retainer for ongoing IR programs; interim IRO engagements (monthly); coaching/advisory fees,B,PS-D
VND-1433,ShipBob,SC,,USA,Private,252100000,1200,60+,NA/EMEA/APAC,SOC 2 Type 2; Data security certifications; GDPR compliant,E-commerce SMBs; Mid-market; Growth-stage DTC brands; Retail omnichannel,SC,Challenger - Asset-light 3PL; Fast growth; Network expansion,Asset-light model; SFN partnership network; Technology-enabled; Strong unit economics; Network effects,Smaller scale vs. asset-heavy 3PLs; Customer concentration SMB risk; Profitability challenges,Growth execution; Pricing pressure from mega-platforms; Network saturation; Funding dynamics,Per-shipment; Service fees (receiving/storage/add-ons); Subscription (WMS),B,SC-A
VND-1434,ShipMonk,SC,,USA (or Israel),Private,Unknown (estimated $50-100M),"1,000+",11 fulfillment centers,"NA (US, Canada, UK, Europe - Czech Republic, UK)",Unknown (likely SOC 2),"eCommerce brands (DTC), Amazon FBM/FBA partners, retailers, marketplaces",SC,Growing 3PL player in eCommerce,"11 global centers, advanced automation (robots, conveyors, pick-to-light), bonded warehouses (5 locations), multi-channel integration, 99.9% accuracy, 200K+ orders/day",eCommerce-dependent revenue; seasonal volatility; competitive 3PL market; labor-dependent,Rapid growth may mask operational challenges; venture-backed; potential market saturation risk in eCommerce,"FTE-based (per pallet/SKU), fulfillment per unit, subscription model options",B,SC-B
VND-1435,ShipTop,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Leader,,,,,,
VND-1436,Shipfusion,SC,,USA,Private,Unknown (estimated $50-100M),500-700,4+ US fulfillment centers,"NA (US, Canada)",Unknown (likely SOC 2),"eCommerce brands (DTC), Walmart, Amazon, Shopify partners",SC,Growing 3PL player in eCommerce,"783,000+ sq ft warehouse capacity, 200,000+ orders/day, 99.9% accuracy, integrated TMS, native eCommerce integrations, freight solutions, advanced tech (WMS, OMS)",eCommerce-dependent; limited international presence vs ShipMonk; seasonal volatility,Venture-backed; competitive market; potential operational challenges at scale,"FTE-based, per unit fulfillment, shipping optimization fees",B,SC-B
VND-1437,Shipit,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1438,Shipium,SC,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,SC,Emerging,,,,,,
VND-1439,Siege Media,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-1440,Siegel+Gale,PS,,USA,Public (Omnicom subsidiary),$45M-$125M,275,Multiple,"NA, EMEA, APAC (New York, LA, SF, London, Dubai, Shanghai, Tokyo)",,Nike; Spotify; Google; Target; Microsoft; Virgin Media; Fortune 500 brands,PS,Tier 1 - Global branding and simplicity-focused design leader,Brand simplicity expertise (core differentiation); global reach; multidisciplinary capabilities; Omnicom resources; thought leadership on brand simplicity,Omnicom subsidiary integration; large agency bureaucracy; competition from boutiques on creative; commodity design market pressures,Omnicom holding company volatility; potential restructuring risks; simplicity positioning may commoditize over time; margin pressure,Project-based; strategic partnerships; retainer for ongoing advisory; capability-based pricing,B,PS-D
VND-1441,Siemens,EN,FR,Germany,Public,€75.9B (\~$83B USD),312000-327000,170+,"Global (Germany, Americas, Asia)",ISO 27001; Unknown,Global utilities; industrial clients,EN,Top-tier global leader,Diversified portfolio; strong R\&D; long heritage,Complex integration; energy division challenges,Recent energy division spin-off challenges,Project-based; licensing; service contracts,A,EN-A
VND-1442,Siemens Energy,EN,,Germany,Public,€34.5B (\~$37B),101000-103000,90+ countries,Global,ISO 27001; Unknown,Global utilities; generators,EN,Major power/renewables OEM,Gas/steam power; wind; grid tech,Wind losses; profitability pressure,Legacy wind quality issues,Equipment sales; project/EPC; services,B,EN-A
VND-1443,Siemens Smart Infrastructure,FR,,Germany,Public (Siemens division),Unknown (estimated $5-8B division),,Global,NA/EMEA/APAC,ISO 9001/ISO 14001/ISO 45001,"Building operators, industrial companies, utilities, energy sector",FR,Leading smart building/infrastructure platform provider,"Building management systems (Desigo CC), energy efficiency focus, IoT integration, digitalization leadership","Not pure facilities vendor - building technology/automation focus, division within larger conglomerate",Siemens corporate integration risk,Platform + Software + Services,A,FR-D
VND-1444,Siena Dev,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1445,Sierra Circuits,MO,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,MO,,,,,,,
VND-1446,Sigmoid,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1447,Signal,FR,,NEEDS_RESEARCH,Franchise/Multi-entity (various Signal brands),Unknown (private franchises),,Multiple (franchises),NA (primarily),,"Residential and commercial property owners, industrial/manufacturing, institutions",FR,Security services provider with franchised model,"24/7 monitoring, trained security officer network, community-focused approach, franchise growth model","Limited scale vs national competitors, franchise model complexity and variability",Multiple brands/rebranding (Signal Systems > Summit Fire),Recurring subscription + Monitoring,B,FR-D
VND-1448,Simor Consulting,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1449,Sirion,PS,,India/Global,"Private (VC-backed, Series C)",,Unknown (150-200 estimated based on Series C funding),Multiple,"APAC (India likely), possible NA/EMEA","Unknown (likely SOC 2, ISO 27001 for SaaS)",200+ Fortune 500 companies including Vodafone; Unilever; Credit Suisse; SC Johnson; 3.5M+ contracts managed; global enterprise coverage,PS,Tier 1 - AI-native contract lifecycle management leader,Magic Quadrant Leader (Gartner 3 years); #1 CLM rank in SolutionMap (4 consecutive years); advanced multi-model AI; obligation tracking excellence; revenue acceleration focus,India-based company may create perception challenges in developed markets; emerging player in crowded CLM market; execution risk on AI promises,"VC-backed growth stage may require further capital; India labor cost advantage may disappear with scale; competition from established players (Ironclad, Apttus, Icertis)",Subscription (SaaS); per-user pricing; enterprise licensing; AI agent add-ons,A,PS-D
VND-1450,Sitrick and Company,PS,,USA,Private,$6.9M,45,Multiple,"NA (Los Angeles HQ, offices in New York, Washington DC)",,Michael Jackson estate; 235+ clients including notable corporations and high-profile individuals; Chapter 11 restructuring cases (~400 over 27 years),PS,Tier 1 - Crisis management and strategic communications specialist,Crisis management expertise unmatched; journalist network from industry hires; proven success with high-profile clients; 75-year track record,Small firm size limits capacity; ownership structure (subsidiary of Resources Connection) may limit autonomy; declining profitability post-2009 acquisition,Post-acquisition (2009 by Resources Connection) financial underperformance; leadership team turnover (6 executives left in 2011 alone); market positioning challenges in broader RGP,Project-based crisis engagement; retainer for strategic advisory; media strategy fees; litigation support fees,C,PS-D
VND-1451,Skedda,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1452,Skyline Robotics,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1453,Skyword,PS,,USA,NEEDS_RESEARCH,,,,Global,,Unknown (content marketing),PS,Leading content marketing platform,"20k+ creator network, AI-powered workflows, SEO integration, platform-as-a-service","Limited revenue visibility, SaaS growth dependent on adoption",Possible competition from larger content platforms,SaaS/Transaction,B,PS-B
VND-1454,Smartling,COP,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,COP,,,,,,,
VND-1455,SmithBucklin,PS,,United States,PE-backed (Mesirow Financial Private Equity),$237.8M - $300M,696-1142,Multiple,"North America (Illinois, DC)",Unknown - likely ISO 27001/SOC 2,"Oncology Nursing Society, Drug Information Association, AASA, Worldwide ERC, AMTA, ICA, Incompas, BCI, ATIA, Emergency Nurses Association",PS,Leader in association management services,Association management excellence; deep nonprofit/trade association expertise; extensive client base of 250+ organizations; proven operational scale,Limited geographic presence outside North America; some customer concentration in nonprofit sector; digital transformation lagging peers,Historical revenue variance ($22M-$300M estimates suggest data inconsistency); client concentration risk in nonprofit sector; PE ownership may indicate leverage/refinancing pressure,Membership/Project/Outcome-based,B,PS-E
VND-1456,SnoHub,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1457,Snorkel AI,AI,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,AI,,,,,,,
VND-1458,Snyk,IT,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,IT,Star Performer,,,,,,
VND-1459,Softeon,SC,,USA,Recently acquired by IFS (Dec 2025),,,1 (Cloud/On-prem),Global (Software),"ISO 27001, SOC 2",Sears Home Services; Sony DADC; DB Schenker Logistics; 1000+ customers,SC,Tier-1 WMS/WES Provider,Tier-1 WMS/WES provider; Cloud-native; Advanced automation integration; Gartner Visionary,Software-only; Requires implementation; Post-acquisition integration risk (IFS),"Recent acquisition, integration risk",Software licensing,A-,SC-C
VND-1460,Softlabs Group,IT,,India,Independent,6M,100,5,APAC (India); NA (USA); EMEA (UK/Sweden),ISO 9001:2015; ISO 27001,Generic Fortune 500 references,IT,Offshore Outsourcing Provider,Cost-effective delivery; Diverse tech stack support,Generic service offering; Lower brand differentiation,,FTE; Fixed Cost; Hourly,B,IT-D
VND-1461,SolarWinds,IT,,United States,Public,$721-796 million,2107-2637,,"NA, EMEA, APAC",ISO 27001; SOC 2,IT operations; Network monitoring; Enterprises globally,IT,Leader in IT operations analytics; Gartner MQ IT OPS,Strong product breadth; 94% recurring revenue; Achieved profitability in 2024,SUNBURST attack (2020) legacy; Significant customer churn post-breach; Competitive threat from Splunk/Datadog; New Relic competition,Reputation damage slowly recovering; Customer trust rebuilding; Talent retention challenges,Per-device; Per-instance; Subscription,B,IT-C
VND-1462,Somatic,FR,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,FR,,,,,,,
VND-1463,Sony (MAM),ME,,Japan,Public,27500000000,113000,,Global (Japan; North America; EMEA; APAC),,In-house (Sony Music; Sony Pictures); External customers limited,ME,Media platform provider (non-leading),Sony content ownership; Cloud MAM solutions; Integrated ecosystem; Financial stability,Media services not core focus; MAM market share uncertain vs. native competitors,None identified,Subscription (cloud-based SaaS),A,ME-A
VND-1464,Sony Group (MAM),ME,,Japan,Public,27500000000,113000+,,Global (Japan; North America; EMEA; APAC),,Sony Pictures; Sony Music; External broadcasters; Streaming platforms,ME,Portfolio player; MAM platform,Content ownership integration; Cloud MAM capability; AI metadata automation; Financial stability; Media enterprise scale,Media services not core; MAM platform secondary to content; Competitive vs. purpose-built vendors,None identified,Subscription (cloud SaaS); License-based,A,ME-A
VND-1465,Sony/BMG Rights Solutions,ME,,USA,Public (BMG part of Bertelsmann; Sony Music stake),979000000 (BMG); 1619000000 (Sony Music),1200+ (BMG); 11300 (Sony Music),10+,Germany; UK; USA; France; multiple territories,,Artists; Songwriters; Music publishers; Streaming platforms; Film/TV production companies,ME,Market leader in music rights,Dual scale (Sony + Bertelsmann); Catalog acquisition focus; Global publishing reach; Publisher relationship strength,High capex on catalog acquisition; Artist/songwriter retention challenges; Regulatory oversight increasing (EU DSM),None identified; financially stable,Per-composition licensing; Catalog acquisition investment,B+,ME-A
VND-1466,Soterius,CL,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,CL,,,,,,,
VND-1467,SoundExchange,ME,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,ME,Major Contender,,,,,,
VND-1468,Southwest Recovery,EN,,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH,,,EN,Contender,,,,,,
