Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Resource_Unit_Name,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-AI-003-03-01,CAT-AI-003-03,CAT-AI-003,LLM Fine-Tuning Operations Services,"Supervised fine-tuning, PEFT, and domain adaptation services for LLMs",,T&M,Hour,ML_Engineer,Standard,L1-L4,10,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW,UNKNOWN,,Standard,,,,
ST-AI-003-04-01,CAT-AI-003-04,CAT-AI-003,Prompt Engineering Services,"Prompt design, optimization, and prompt library development for GenAI applications",,T&M,Hour,ML_Engineer,Standard,L1-L4,10,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW,UNKNOWN,,Standard,,,,
ST-AI-003-05-01,CAT-AI-003-05,CAT-AI-003,Synthetic Training Data for GenAI Services,Generation of synthetic training examples for LLM fine-tuning and evaluation,,T&M,Hour,ML_Engineer,Standard,L1-L4,10,Processing,4h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW,UNKNOWN,,Standard,,,,
ST-AI-005-04-01,CAT-AI-005-04,CAT-AI-005,Programmatic Labeling Services,Programmatic/weak supervision labeling using rules and heuristics,Async,Blended,Month,MLOps_Engineer,Standard,L1-L3,10,Processing,1h processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW,UNKNOWN,,Standard,,,,
ST-CL-001-03-01,CAT-CL-001-03,CAT-CL-001,Site Management Organizations Services,Clinical site network management,,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-001-04-01,CAT-CL-001-04,CAT-CL-001,Patient Recruitment Services,Digital and traditional patient recruitment,,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-03-01,CAT-CL-002-03,CAT-CL-002,Global Registrations Services,"Ex-US regulatory filings, local agent services",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-04-01,CAT-CL-002-04,CAT-CL-002,CMC Regulatory Services,"Chemistry, Manufacturing, Controls regulatory support",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-02-01,CAT-CL-003-02,CAT-CL-003,Key Opinion Leader (KOL) Management,"Key Opinion Leader identification, engagement",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-03-01,CAT-CL-003-03,CAT-CL-003,Medical Information Services,Medical information call center and healthcare inquiry response services,,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-04-01,CAT-CL-003-04,CAT-CL-003,Publication Planning Services,Strategic publication development,,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-03-01,CAT-CL-004-03,CAT-CL-004,Aggregate Safety Reporting (PSUR/PBRER) Services,"Periodic safety report preparation including PSUR, PBRER, and DSUR",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-04-01,CAT-CL-004-04,CAT-CL-004,Signal Detection & Risk Management,"Safety signal identification, RMP support",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-005-03-01,CAT-CL-005-03,CAT-CL-005,Investigator Brochures Services,"Investigator's Brochure (IB) development, updates, and maintenance",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-005-04-01,CAT-CL-005-04,CAT-CL-005,Manuscripts & Publications Services,"Journal manuscripts, abstracts, posters",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-02-01,CAT-CL-006-02,CAT-CL-006,Clinical Data Management,"CRF design, data entry, data cleaning",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-03-01,CAT-CL-006-03,CAT-CL-006,EDC/CDMS Implementation Services,"Rave, Veeva, Oracle implementation",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-04-01,CAT-CL-006-04,CAT-CL-006,CDISC Standards Conversion Services,Clinical data standardization including SDTM and ADaM dataset creation,,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-03-01,CAT-CL-007-03,CAT-CL-007,Vendor Qualification Services,"CRO, lab, other vendor qualification",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-04-01,CAT-CL-007-04,CAT-CL-007,Quality Systems Consulting Services,"QMS development, SOP development",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-03-01,CAT-CL-008-03,CAT-CL-008,Sample Storage & Biobanking Services,Biorepository services for long-term biological specimen storage and management,,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-04-01,CAT-CL-008-04,CAT-CL-008,Imaging Core Lab Services,"Central image reading, quantitative imaging",,T&M,Hour,Clinical_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CO-001-04-01,CAT-CO-001-04,CAT-CO-001,Overflow/After-Hours Services,Peak capacity and 24/7 coverage,Voice,PPU,Transaction,Customer_Service_Agent,Standard,L1-L3,6.0,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-03-01,CAT-CO-002-03,CAT-CO-002,Social Media Support Services,"Facebook, Twitter/X, Instagram support",Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,60s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-002-04-01,CAT-CO-002-04,CAT-CO-002,Messaging/SMS Support Services,"WhatsApp, SMS, Apple Business Chat",Live_Digital,PPU,Transaction,Digital_Support_Agent,Standard,L1-L2,8.0,Processing,60s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-003-04-01,CAT-CO-003-04,CAT-CO-003,Field Service Dispatch Services,Coordination of on-site technical service,Voice,PPU,Transaction,Technical_Support_Agent,Standard,L1-L4,12.0,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-03-01,CAT-CO-004-03,CAT-CO-004,Renewal Management,Contract renewal execution and follow-up,Voice,Outcome,Case,Collections_Agent,Standard,,5.0,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-004-04-01,CAT-CO-004-04,CAT-CO-004,Expansion/Upsell Programs Services,"Cross-sell, upsell campaign execution",Voice,Outcome,Case,Collections_Agent,Standard,,5.0,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-005-04-01,CAT-CO-005-04,CAT-CO-005,Legal Collections Services,"Litigation, judgment collection",Async,PPU,Transaction,Back_Office_Agent,Standard,,4.0,Processing,4h processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-006-04-01,CAT-CO-006-04,CAT-CO-006,Claims Processing Services,Non-medical claims adjudication,,Blended,Month,Customer_Success_Manager,Standard,L1-L2,10,Processing,4h processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,UNKNOWN,,Standard,,,,
ST-CO-007-03-01,CAT-CO-007-03,CAT-CO-007,Knowledge Management,"Knowledge base creation, maintenance",Voice,Blended,Hour,Sales_Support_Agent,Standard,,10.0,Processing,1h processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-008-03-01,CAT-CO-008-03,CAT-CO-008,Capacity Planning Services,"Long-term planning, hiring models",Voice,Blended,Hour,Specialist_Agent,Standard,L1-L3,15.0,Processing,30s processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-02-01,CAT-EN-001-02,CAT-EN-001,Outage Management,Planned and forced outage services,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-03-01,CAT-EN-001-03,CAT-EN-001,Parts & Equipment Services,"Spare parts, equipment upgrades",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-04-01,CAT-EN-001-04,CAT-EN-001,Performance Engineering Services,"Heat rate optimization, efficiency",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-03-01,CAT-EN-002-03,CAT-EN-002,Grid Management & Balancing Services,"Real-time grid operations, balancing",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-04-01,CAT-EN-002-04,CAT-EN-002,Vegetation Management,Vegetation management and right-of-way (ROW) maintenance for transmission lines,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-03-01,CAT-EN-003-03,CAT-EN-003,Risk Management & Analytics Services,"Energy trading risk management including market risk, credit risk, and Value-at-Risk analytics",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-04-01,CAT-EN-003-04,CAT-EN-003,Middle/Back Office Services,"Settlements, confirmations, accounting",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-03-01,CAT-EN-004-03,CAT-EN-004,Battery Storage O&M Services,Battery Energy Storage System (BESS) operations and maintenance services,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-04-01,CAT-EN-004-04,CAT-EN-004,Renewable Asset Management,Technical/commercial asset management,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-03-01,CAT-EN-005-03,CAT-EN-005,Production Operations Services,"Well operations, artificial lift",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-04-01,CAT-EN-005-04,CAT-EN-005,Oilfield Equipment & Services,"Rental equipment, wireline, etc.",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-006-03-01,CAT-EN-006-03,CAT-EN-006,Compression Services,Natural gas compressor station operations and maintenance services,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-006-04-01,CAT-EN-006-04,CAT-EN-006,Metering & Measurement Services,Pipeline custody transfer metering and measurement services,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-007-03-01,CAT-EN-007-03,CAT-EN-007,Decommissioning & Remediation Services,"Asset decommissioning, site remediation, and environmental restoration",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-007-04-01,CAT-EN-007-04,CAT-EN-007,Grid Interconnection Services,Utility interconnection projects,Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-03-01,CAT-EN-008-03,CAT-EN-008,Environmental Compliance Services,"Permitting, compliance management",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-04-01,CAT-EN-008-04,CAT-EN-008,Carbon & Sustainability Services,"Carbon accounting, offsets, ESG",Voice,Blended,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,15m processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-001-03-01,CAT-FA-001-03,CAT-FA-001,P2P Operations Services,End-to-end procure-to-pay management including PO matching,Async,PPU,Transaction,AP_Processor,Standard,,5.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-001-04-01,CAT-FA-001-04,CAT-FA-001,Supplier Master Management,"Vendor onboarding, data maintenance, payment term management",Async,PPU,Transaction,AP_Processor,Standard,,5.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-002-03-01,CAT-FA-002-03,CAT-FA-002,Credit Management,"Credit application review, limit setting, ongoing monitoring",Async,PPU,Transaction,AR_Specialist,Standard,,6.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-002-04-01,CAT-FA-002-04,CAT-FA-002,Cash Application Services,"Payment matching, exception resolution, deduction processing",Async,PPU,Transaction,AR_Specialist,Standard,,6.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-003-03-01,CAT-FA-003-03,CAT-FA-003,Intercompany Accounting Services,"IC transaction processing, netting, elimination entries",Async,Blended,Month,Accountant,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-003-04-01,CAT-FA-003-04,CAT-FA-003,Financial Consolidation Services,"Multi-entity consolidation, currency translation, elimination",Async,Blended,Month,Accountant,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-03-01,CAT-FA-004-03,CAT-FA-004,Payroll Tax Services,"Payroll tax withholding, deposits, filings",,T&M,Hour,Tax_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-004-04-01,CAT-FA-004-04,CAT-FA-004,Property Tax Services,"Property tax return prep, valuation appeals, audit support",,T&M,Hour,Tax_Specialist,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-02-01,CAT-FA-005-02,CAT-FA-005,Transfer Pricing Services,"TP documentation, planning, dispute resolution",Async,Blended,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,1h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-03-01,CAT-FA-005-03,CAT-FA-005,M&A Tax Advisory Services,"Due diligence, structuring, integration",Async,Blended,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,1h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-005-04-01,CAT-FA-005-04,CAT-FA-005,Credits & Incentives Services,"R&D credits, state incentives, location advisory",Async,Blended,Month,Treasury_Analyst,Standard,L1-L2,10,Processing,1h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-006-03-01,CAT-FA-006-03,CAT-FA-006,Integrated Audit Services,Combined financial statement and ICFR audit,,Fixed_Monthly,Month,Auditor,Standard,L1-L3,10,Processing,24h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,UNKNOWN,,Standard,,,,
ST-FA-008-03-01,CAT-FA-008-03,CAT-FA-008,Bank Relationship Mgmt Services,"Bank fee analysis, RFP support, relationship optimization",Async,PPU,Transaction,Payroll_Specialist,Standard,,3.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-009-01-01,CAT-FA-009-01,CAT-FA-009,Budgeting Support Services,"Annual budget development, template management, consolidation",Async,PPU,Transaction,Expense_Processor,Standard,,3.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-009-02-01,CAT-FA-009-02,CAT-FA-009,Forecasting Services,"Rolling forecasts, scenario modeling, variance analysis",Async,PPU,Transaction,Expense_Processor,Standard,,3.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-009-03-01,CAT-FA-009-03,CAT-FA-009,Management Reporting Services,Standard and ad-hoc management reports,Async,PPU,Transaction,Expense_Processor,Standard,,3.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-010-01-01,CAT-FA-010-01,CAT-FA-010,SEC Filing Support Services,"10-K, 10-Q, 8-K, proxy statement support",Async,PPU,Transaction,Procurement_Specialist,Standard,L1-L2,10.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-010-02-01,CAT-FA-010-02,CAT-FA-010,XBRL Tagging Services,Financial statement tagging per SEC requirements,Async,PPU,Transaction,Procurement_Specialist,Standard,L1-L2,10.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FA-010-03-01,CAT-FA-010-03,CAT-FA-010,Statutory Audit Support Services,"Local GAAP reporting, statutory filing coordination",Async,PPU,Transaction,Procurement_Specialist,Standard,L1-L2,10.0,Processing,4h processing,Accuracy,95% accuracy,,,"Genpact,WNS,EXL,Accenture,Capgemini",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-02-01,CAT-FR-001-02,CAT-FR-001,Tenant Services,"Work order management, occupant requests",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-03-01,CAT-FR-001-03,CAT-FR-001,Vendor Coordination Services,"Subcontractor management, service scheduling",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-002-03-01,CAT-FR-002-03,CAT-FR-002,Critical Date Management,"Tracking renewal, termination, escalation dates",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-002-04-01,CAT-FR-002-04,CAT-FR-002,Lease Audit Services,"CAM audit, landlord billing verification",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-03-01,CAT-FR-003-03,CAT-FR-003,Capital Projects Services,"Major building systems, infrastructure",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-04-01,CAT-FR-003-04,CAT-FR-003,Project Management,"Owner's rep, program management",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-03-01,CAT-FR-004-03,CAT-FR-004,Plumbing Services,Plumbing maintenance and repairs,Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-04-01,CAT-FR-004-04,CAT-FR-004,General Repairs Services,General facility repairs including handyman and general maintenance services,Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-005-02-01,CAT-FR-005-02,CAT-FR-005,Day Porter Services,"Daytime cleaning, restroom monitoring, lobby upkeep",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-005-03-01,CAT-FR-005-03,CAT-FR-005,Specialty Cleaning Services,"Carpet cleaning, hard floor care, high dusting",Async,Fixed_Monthly,Month,Facilities_Coordinator,Standard,,15.0,Processing,4h processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
