Mapping_ID,Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes,Maxx_Rec_Tier,Price_Position,Typical_Delivery_Location
SVM-03828,ST-FR-009-02-01,VND-0082,JLL,Leader,Verdantix Green Quadrant: Workplace Systems Integr,1,Established,1783,HIGH,2025-01,Analyst,Provides strategic space‑planning and occupancy planning for large global occupiers.,,,
SVM-03829,ST-FR-009-02-01,VND-0081,CBRE,Leader,IFM & CRE services market reports 2022–2023,1,Established,1906,HIGH,2025-01,Analyst,"Offers ongoing space‑planning, test‑fits and MAC planning for enterprise portfolios.",,,
SVM-03830,ST-FR-009-02-01,VND-0083,Cushman & Wakefield,Leader,CRE services market reports,1,Established,1917,HIGH,2025-01,Analyst,Workplace and space‑planning consulting tied to tenant rep and project delivery.,,,
SVM-03831,ST-FR-009-02-01,VND-0084,Colliers,Major Contender,Workplace systems integrators / CRE reports,2,Established,1976,HIGH,2025-01,Analyst,Delivers space‑planning and workplace services regionally and globally.,,,
SVM-03832,ST-FR-009-02-01,VND-0209,Savills,Major Contender,Global CRE services reports,2,Established,1855,HIGH,2025-01,Analyst,Offers occupancy planning and space strategies for multinational occupiers.,,,
SVM-03833,ST-FR-009-02-01,VND-1033,M Moser Associates,,,,Emerging,1981,LOW,2025-01,Manual,Independent workplace strategy and space‑planning specialist for knowledge‑worker environments.,,,
SVM-03834,ST-FR-009-02-01,VND-1613,Unispace,,,,Emerging,2010,LOW,2025-01,Manual,Design‑build firm providing integrated workplace strategy and space‑planning services.,,,
SVM-03835,ST-FR-009-03-01,VND-0082,JLL,Leader,IFM & CRE services market reports 2022–2023,1,Established,1783,HIGH,2025-01,Analyst,Manages complex restacks and multi‑site office moves as part of IFM and project management.,,,
SVM-03836,ST-FR-009-03-01,VND-0081,CBRE,Leader,IFM & CRE services market reports,1,Established,1906,HIGH,2025-01,Analyst,"Provides move strategy, planning and execution for global portfolios.",,,
SVM-03837,ST-FR-009-03-01,VND-0083,Cushman & Wakefield,Major Contender,CRE services reports,2,Established,1917,HIGH,2025-01,Analyst,Move management integrated with workplace and project services.,,,
SVM-03838,ST-FR-009-03-01,VND-1501,Suddath,Leader,Commercial mover/relocation rankings,1,Established,1919,HIGH,2025-01,Analyst,National specialist in corporate relocation and move projects.,,,
SVM-03839,ST-FR-009-03-01,VND-0390,Beltmann Integrated Logistics,Leader,Commercial mover rankings,1,Established,1923,HIGH,2025-01,Analyst,"Focused on office, industrial and technology‑asset moves for enterprises.",,,
SVM-03840,ST-FR-009-03-01,VND-1620,Updater,,,,Emerging,2010,LOW,2025-01,Manual,Software platform digitizing move coordination for employees and offices.,,,
SVM-03841,ST-FR-009-03-01,VND-1124,Moved,,,,Emerging,2016,LOW,2025-01,Manual,Tech‑enabled relocation coordination and vendor management for corporate moves.,,,
SVM-03842,ST-FR-010-03-01,VND-0857,Honeywell,Leader,Verdantix Green Quadrant: IoT Platforms For Buildi,1,Established,1906,HIGH,2025-01,Analyst,"Provides building‑automation design, deployment and managed services for large portfolios.",,,
SVM-03843,ST-FR-010-03-01,VND-0939,Johnson Controls,Leader,Verdantix / building‑automation market coverage,1,Established,1885,HIGH,2025-01,Analyst,Global BAS integrator with ongoing monitoring and optimization services.,,,
SVM-03844,ST-FR-010-03-01,VND-1443,Siemens Smart Infrastructure,Leader,Verdantix Green Quadrant: IoT Platforms / Building,1,Established,1847,HIGH,2025-01,Analyst,Delivers building‑automation systems and energy‑optimized controls.,,,
SVM-03845,ST-FR-010-03-01,VND-1410,Schneider Electric,Leader,Verdantix Green Quadrant: IoT / Energy Management,1,Established,1836,HIGH,2025-01,Analyst,Offers EcoStruxure building‑automation and remote operations services.,,,
SVM-03846,ST-FR-010-03-01,VND-0459,Carrier (Automated Logic),Major Contender,Building‑automation / BAS market reports,2,Established,1915,HIGH,2025-01,Analyst,BAS provider with enterprise integration and service capabilities.,,,
SVM-03847,ST-FR-010-03-01,VND-0225,75F,Innovator,Verdantix coverage of smart‑building start‑ups,2,Emerging,2012,MEDIUM,2025-01,Analyst,"Cloud‑native, IoT‑based building controls and automation services.",,,
SVM-03848,ST-FR-010-03-01,VND-1217,PassiveLogic,,,,Emerging,2016,LOW,2025-01,Manual,Autonomous building‑control platform using digital‑twin technology.,,,
SVM-03849,ST-FR-011-01-01,VND-0211,BrightView,Leader,Landscape Management LM150 Top 150 2024,1,Established,1939,HIGH,2025-01,Analyst,"Largest U.S. commercial landscaping provider, with national corporate account programs.",,,
SVM-03850,ST-FR-011-01-01,VND-1725,Yellowstone Landscape,Leader,LM150 Top 150 2024,1,Established,2008,HIGH,2025-01,Analyst,Large multi‑regional commercial landscape and snow provider.,,,
SVM-03851,ST-FR-011-01-01,VND-0600,Davey Tree Expert Company,Leader,LM150 Top 150 2024,1,Established,1880,HIGH,2025-01,Analyst,Full‑service commercial landscaping and arboriculture across North America.,,,
SVM-03852,ST-FR-011-01-01,VND-1473,Sperber Landscape Companies,Major Contender,LM150 / industry rankings,2,Established,2019,HIGH,2025-01,Analyst,High‑end commercial landscaping platform with U.S. coverage.,,,
SVM-03853,ST-FR-011-01-01,VND-0943,Juniper Landscaping,Major Contender,LM150 / industry rankings,2,Established,2001,HIGH,2025-01,Analyst,Regional commercial landscaping specialist for corporate campuses.,,,
SVM-03854,ST-FR-011-01-01,VND-1413,Scythe Robotics,,,,Emerging,2018,LOW,2025-01,Manual,Robotics‑as‑a‑service mowing used by large landscape contractors and FM providers.,,,
SVM-03855,ST-FR-011-01-01,VND-0665,Electric Sheep Robotics,,,,Emerging,2019,LOW,2025-01,Manual,AI‑driven autonomous lawn‑care systems serving commercial sites.,,,
SVM-03856,ST-FR-011-03-01,VND-1337,Rentokil Initial,Leader,PCT Top 100 Pest Control Companies 2024,1,Established,1925,HIGH,2025-01,Analyst,"World’s largest pest‑control provider, strong in commercial facilities.",,,
SVM-03857,ST-FR-011-03-01,VND-1195,Orkin (Rollins),Leader,PCT Top 100 2024,1,Established,1901,HIGH,2025-01,Analyst,Major U.S. pest‑control brand with enterprise/commercial programs.,,,
SVM-03858,ST-FR-011-03-01,VND-1558,Terminix,Leader,PCT Top 100 2024,1,Established,1927,HIGH,2025-01,Analyst,National provider with integrated commercial pest‑management services.,,,
SVM-03859,ST-FR-011-03-01,VND-0656,Ecolab Pest Elimination,Leader,PCT Top 100 / industry reports,1,Established,1923,HIGH,2025-01,Analyst,"Strong in food, healthcare and industrial facilities pest‑control.",,,
SVM-03860,ST-FR-011-03-01,VND-1055,Massey Services,Major Contender,PCT Top 100 2024,2,Established,1930,HIGH,2025-01,Analyst,Growing regional provider with commercial offerings.,,,
SVM-03861,ST-FR-011-03-01,VND-0322,Aptive Environmental,High Growth,PCT Top 100 / growth rankings,1,Emerging,2015,MEDIUM,2025-01,Analyst,Fast‑growing pest‑control provider expanding from residential into commercial.,,,
SVM-03862,ST-FR-011-03-01,VND-0478,Certus Pest,,,,Emerging,2019,LOW,2025-01,Manual,PE‑backed roll‑up building a national commercial pest platform.,,,
SVM-03863,ST-CO-001-01-01,VND-0037,Concentrix,Star Performer,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,iX Hero: 15% faster proficiency,,,
SVM-03864,ST-CO-001-01-01,VND-0036,Teleperformance,Multiple recognitions,Industry awards 2025,1,BPO,,HIGH,2025-01,Analyst,"Training simulator, 170 countries",,,
SVM-03865,ST-CO-001-01-01,VND-0038,Foundever,Gold BPO Partnership,European CC Awards 2025,1,BPO,,HIGH,2025-01,Analyst,"150K agents, operational excellence",,,
SVM-03866,ST-CO-001-01-01,VND-0040,Alorica,Gold Globee Disruptor,AI Excellence Award 2025,2,BPO,,HIGH,2025-01,Analyst,evoAI conversational AI,,,
SVM-03867,ST-CO-001-01-01,VND-0043,TaskUs,Fastest-growing BPO,Everest Group,2,BPO,,HIGH,2025-01,Analyst,Regal.ai cost reduction,,,
SVM-03868,ST-CO-001-01-02,VND-0037,Concentrix,Star Performer,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,iX Hero: 15% faster proficiency,,,
SVM-03869,ST-CO-001-01-02,VND-0036,Teleperformance,Multiple recognitions,Industry awards 2025,1,BPO,,HIGH,2025-01,Analyst,"Training simulator, 170 countries",,,
SVM-03870,ST-CO-001-01-02,VND-0038,Foundever,Gold BPO Partnership,European CC Awards 2025,1,BPO,,HIGH,2025-01,Analyst,"150K agents, operational excellence",,,
SVM-03871,ST-CO-001-01-02,VND-0040,Alorica,Gold Globee Disruptor,AI Excellence Award 2025,2,BPO,,HIGH,2025-01,Analyst,evoAI conversational AI,,,
SVM-03872,ST-CO-001-01-02,VND-0043,TaskUs,Fastest-growing BPO,Everest Group,2,BPO,,HIGH,2025-01,Analyst,Regal.ai cost reduction,,,
SVM-03873,ST-CO-001-01-03,VND-0041,Genpact,L&A 35% reduction,Domain case studies,1,IT Services,,HIGH,2025-01,Analyst,"Virtual SME, domain expertise",,,
SVM-03874,ST-CO-001-01-03,VND-0009,Cognizant,Strategic partnership,Google Cloud 2025,1,IT Services,,HIGH,2025-01,Analyst,"AI-first, sentiment analysis",,,
SVM-03875,ST-CO-001-01-03,VND-0003,TCS,RemacX solution,AWS partnership,1,IT Services,,HIGH,2025-01,Analyst,Multi-KB AI search,,,
SVM-03876,ST-CO-001-01-03,VND-0042,WNS,Magic Quadrant Leader,Gartner F&A 2025,1,IT Services,,HIGH,2025-01,Analyst,15+ yr domain experts,,,
SVM-03877,ST-CO-001-01-03,VND-0038,Foundever,Tech support finalist,European CC Awards 2025,2,BPO,,HIGH,2025-01,Analyst,Tier 1 vs Tier 2 differentiation,,,
SVM-03878,ST-CO-001-01-04,VND-0036,Teleperformance,Industry-leading scale,Global footprint,1,BPO,,HIGH,2025-01,Analyst,170 countries follow-the-sun,,,
SVM-03879,ST-CO-001-01-04,VND-0038,Foundever,Global CX leader,45-country ops,1,BPO,,HIGH,2025-01,Analyst,9M daily 24/7 experiences,,,
SVM-03880,ST-CO-001-01-04,VND-0006,Conduent,Federal/state agencies,Govt 24/7 specialist,1,BPO,,HIGH,2025-01,Analyst,CXNow follow-the-sun,,,
SVM-03881,ST-CO-001-01-04,VND-0041,Genpact,Global operations,40+ country delivery,2,IT Services,,HIGH,2025-01,Analyst,47 languages offshore,,,
SVM-03882,ST-CO-001-01-04,VND-0037,Concentrix,Everest Leader 2025,Global delivery,2,BPO,,HIGH,2025-01,Analyst,Agile after-hours scaling,,,
SVM-03883,ST-CO-001-01-05,VND-1527,TELUS International,Capabilities assessment,HFS Research 2024,1,BPO,,HIGH,2025-01,Analyst,"50+ languages, cultural training",,,
SVM-03884,ST-CO-001-01-05,VND-0532,Conectys,LATAM BPO,Regional specialist,1,Nearshore,,HIGH,2025-01,Analyst,"35+ languages, Spanish/Portuguese",,,
SVM-03885,ST-CO-001-01-05,VND-0036,Teleperformance,300+ languages,Industry leader,1,BPO,,HIGH,2025-01,Analyst,Sanas accent translation,,,
SVM-03886,ST-CO-001-01-05,VND-0040,Alorica,LATAM leader,Largest Portuguese Uruguay,2,BPO,,HIGH,2025-01,Analyst,Accent harmonization tech,,,
SVM-03887,ST-CO-001-01-05,VND-0038,Foundever,Multilingual finalist,European CC Awards 2025,2,BPO,,HIGH,2025-01,Analyst,60+ languages,,,
SVM-03888,ST-CO-001-02-01,VND-0041,Genpact,L&A 35% reduction,Domain case studies,1,IT Services,,HIGH,2025-01,Analyst,"Virtual SME, domain expertise",,,
SVM-03889,ST-CO-001-02-01,VND-0009,Cognizant,Strategic partnership,Google Cloud 2025,1,IT Services,,HIGH,2025-01,Analyst,"AI-first, sentiment analysis",,,
SVM-03890,ST-CO-001-02-01,VND-0003,TCS,RemacX solution,AWS partnership,1,IT Services,,HIGH,2025-01,Analyst,Multi-KB AI search,,,
SVM-03891,ST-CO-001-02-01,VND-0042,WNS,Magic Quadrant Leader,Gartner F&A 2025,1,IT Services,,HIGH,2025-01,Analyst,15+ yr domain experts,,,
SVM-03892,ST-CO-001-02-01,VND-0038,Foundever,Tech support finalist,European CC Awards 2025,2,BPO,,HIGH,2025-01,Analyst,Tier 1 vs Tier 2 differentiation,,,
SVM-03893,ST-CO-001-03-01,VND-0037,Concentrix,CSR platform,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,Customer success platform,,,
SVM-03894,ST-CO-001-03-01,VND-0038,Foundever,Gold BPO Partnership,European CC Awards 2025,1,BPO,,HIGH,2025-01,Analyst,Complaint handling excellence,,,
SVM-03895,ST-CO-001-03-01,VND-0041,Genpact,Domain expertise,Industry leader,2,IT Services,,HIGH,2025-01,Analyst,Complex issue resolution,,,
SVM-03896,ST-CO-001-03-01,VND-0074,Sutherland,Transformation track,Industry case studies,2,BPO,,HIGH,2025-01,Analyst,Customer success DNA,,,
SVM-03897,ST-CO-001-03-01,VND-0039,TTEC,Analytics framework,Everest Group,2,BPO,,HIGH,2025-01,Analyst,Complaint analytics,,,
SVM-03898,ST-CO-001-04-01,VND-0036,Teleperformance,Industry-leading scale,Global footprint,1,BPO,,HIGH,2025-01,Analyst,170 countries follow-the-sun,,,
SVM-03899,ST-CO-001-04-01,VND-0038,Foundever,Global CX leader,45-country ops,1,BPO,,HIGH,2025-01,Analyst,9M daily 24/7 experiences,,,
SVM-03900,ST-CO-001-04-01,VND-0006,Conduent,Federal/state agencies,Govt 24/7 specialist,1,BPO,,HIGH,2025-01,Analyst,CXNow follow-the-sun,,,
SVM-03901,ST-CO-001-04-01,VND-0041,Genpact,Global operations,40+ country delivery,2,IT Services,,HIGH,2025-01,Analyst,47 languages offshore,,,
SVM-03902,ST-CO-001-04-01,VND-0037,Concentrix,Everest Leader 2025,Global delivery,2,BPO,,HIGH,2025-01,Analyst,Agile after-hours scaling,,,
SVM-03903,ST-CO-002-01-01,VND-0037,Concentrix,Leader + Star Performer,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,Order management scale,,,
SVM-03904,ST-CO-002-01-01,VND-0038,Foundever,Gold BPO Partnership,European CC Awards 2025,1,BPO,,HIGH,2025-01,Analyst,Order processing excellence,,,
SVM-03905,ST-CO-002-01-01,VND-0039,TTEC,BPS Top 50 #29,Everest Group,2,BPO,,HIGH,2025-01,Analyst,Back-office support,,,
SVM-03906,ST-CO-002-01-01,VND-0041,Genpact,BPS Top 50 #6,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Order-to-cash automation,,,
SVM-03907,ST-CO-002-01-01,VND-0042,WNS,BPS Top 50 #34,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Back-office ops,,,
SVM-03908,ST-CO-002-02-01,VND-0036,Teleperformance,RaaS platform,Everest Sales 2025,1,BPO,,HIGH,2025-01,Analyst,"Revenue-as-a-Service, 265+ langs",,,
SVM-03909,ST-CO-002-02-01,VND-0037,Concentrix,Tech sales expertise,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Technology sector specialization,,,
SVM-03910,ST-CO-002-02-01,VND-0038,Foundever,Outbound + renewal,European CC Awards,2,BPO,,HIGH,2025-01,Analyst,Outbound sales hybrid,,,
SVM-03911,ST-CO-002-02-01,VND-0074,Sutherland,Analytics-driven,Industry data,2,BPO,,HIGH,2025-01,Analyst,Customer success transformation,,,
SVM-03912,ST-CO-002-02-01,VND-0042,WNS,Sales ops,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Sales operations support,,,
SVM-03913,ST-CO-002-02-02,VND-0036,Teleperformance,RaaS platform,Everest Sales 2025,1,BPO,,HIGH,2025-01,Analyst,"Revenue-as-a-Service, 265+ langs",,,
SVM-03914,ST-CO-002-02-02,VND-0037,Concentrix,Tech sales expertise,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Technology sector specialization,,,
SVM-03915,ST-CO-002-02-02,VND-0038,Foundever,Outbound + renewal,European CC Awards,2,BPO,,HIGH,2025-01,Analyst,Outbound sales hybrid,,,
SVM-03916,ST-CO-002-02-02,VND-0074,Sutherland,Analytics-driven,Industry data,2,BPO,,HIGH,2025-01,Analyst,Customer success transformation,,,
SVM-03917,ST-CO-002-02-02,VND-0042,WNS,Sales ops,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Sales operations support,,,
SVM-03918,ST-CO-002-02-03,VND-0036,Teleperformance,RaaS platform,Everest Sales 2025,1,BPO,,HIGH,2025-01,Analyst,"Revenue-as-a-Service, 265+ langs",,,
SVM-03919,ST-CO-002-02-03,VND-0037,Concentrix,Tech sales expertise,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Technology sector specialization,,,
SVM-03920,ST-CO-002-02-03,VND-0038,Foundever,Outbound + renewal,European CC Awards,2,BPO,,HIGH,2025-01,Analyst,Outbound sales hybrid,,,
SVM-03921,ST-CO-002-02-03,VND-0074,Sutherland,Analytics-driven,Industry data,2,BPO,,HIGH,2025-01,Analyst,Customer success transformation,,,
SVM-03922,ST-CO-002-02-03,VND-0042,WNS,Sales ops,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Sales operations support,,,
SVM-03923,ST-CO-002-02-04,VND-0036,Teleperformance,RaaS platform,Everest Sales 2025,1,BPO,,HIGH,2025-01,Analyst,"Revenue-as-a-Service, 265+ langs",,,
SVM-03924,ST-CO-002-02-04,VND-0037,Concentrix,Tech sales expertise,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Technology sector specialization,,,
SVM-03925,ST-CO-002-02-04,VND-0038,Foundever,Outbound + renewal,European CC Awards,2,BPO,,HIGH,2025-01,Analyst,Outbound sales hybrid,,,
SVM-03926,ST-CO-002-02-04,VND-0074,Sutherland,Analytics-driven,Industry data,2,BPO,,HIGH,2025-01,Analyst,Customer success transformation,,,
SVM-03927,ST-CO-002-02-04,VND-0042,WNS,Sales ops,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Sales operations support,,,
SVM-03928,ST-CO-002-02-05,VND-0036,Teleperformance,RaaS platform,Everest Sales 2025,1,BPO,,HIGH,2025-01,Analyst,"Revenue-as-a-Service, 265+ langs",,,
SVM-03929,ST-CO-002-02-05,VND-0037,Concentrix,Tech sales expertise,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Technology sector specialization,,,
SVM-03930,ST-CO-002-02-05,VND-0038,Foundever,Outbound + renewal,European CC Awards,2,BPO,,HIGH,2025-01,Analyst,Outbound sales hybrid,,,
SVM-03931,ST-CO-002-02-05,VND-0074,Sutherland,Analytics-driven,Industry data,2,BPO,,HIGH,2025-01,Analyst,Customer success transformation,,,
SVM-03932,ST-CO-002-02-05,VND-0042,WNS,Sales ops,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Sales operations support,,,
SVM-03933,ST-CO-002-02-06,VND-0036,Teleperformance,RaaS platform,Everest Sales 2025,1,BPO,,HIGH,2025-01,Analyst,"Revenue-as-a-Service, 265+ langs",,,
SVM-03934,ST-CO-002-02-06,VND-0037,Concentrix,Tech sales expertise,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Technology sector specialization,,,
SVM-03935,ST-CO-002-02-06,VND-0038,Foundever,Outbound + renewal,European CC Awards,2,BPO,,HIGH,2025-01,Analyst,Outbound sales hybrid,,,
SVM-03936,ST-CO-002-02-06,VND-0074,Sutherland,Analytics-driven,Industry data,2,BPO,,HIGH,2025-01,Analyst,Customer success transformation,,,
SVM-03937,ST-CO-002-02-06,VND-0042,WNS,Sales ops,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Sales operations support,,,
SVM-03938,ST-CO-002-03-01,VND-1113,ModSquad,92% CSAT,Zendesk partner,1,Specialist,,HIGH,2025-01,Analyst,"Expert social media, 70+ countries",,,
SVM-03939,ST-CO-002-03-01,VND-0042,WNS,BPS Top 50 #34,Everest Group,1,IT Services,,HIGH,2025-01,Analyst,SocioSEER analytics,,,
SVM-03940,ST-CO-002-03-01,VND-0043,TaskUs,BPS Top 50 #31,Everest Group,2,Digital Specialist,,HIGH,2025-01,Analyst,Platform monitoring,,,
SVM-03941,ST-CO-002-03-01,VND-0040,Alorica,BPS Top 50 #21,Everest Group,2,BPO,,HIGH,2025-01,Analyst,"Omnichannel social, 75+ langs",,,
SVM-03942,ST-CO-002-03-01,VND-0038,Foundever,ISG Top Global Leader,ISG 2024,2,BPO,,HIGH,2025-01,Analyst,AI-powered social care,,,
SVM-03943,ST-CO-002-04-01,VND-0043,TaskUs,BPS Top 50 #31,Everest Group,1,Digital Specialist,,HIGH,2025-01,Analyst,"Digital-native, 19% upselling via chat",,,
SVM-03944,ST-CO-002-04-01,VND-0037,Concentrix,Leader + Star Performer,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,AI-powered chat automation,,,
SVM-03945,ST-CO-002-04-01,VND-0039,TTEC,BPS Top 50 #29,Everest Group,2,BPO,,HIGH,2025-01,Analyst,TTEC Digital division,,,
SVM-03946,ST-CO-002-04-01,VND-0042,WNS,BPS Top 50 #34,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,EXPIRIUS framework,,,
SVM-03947,ST-CO-002-04-01,VND-0038,Foundever,ISG Intelligent CX,ISG Provider Lens 2024,2,BPO,,HIGH,2025-01,Analyst,Omnichannel digital,,,
SVM-03948,ST-CO-003-01-01,VND-0036,Teleperformance,#6 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,Microsoft certifications,,,
SVM-03949,ST-CO-003-01-01,VND-0037,Concentrix,#5 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,Dedicated Tech Support division,,,
SVM-03950,ST-CO-003-01-01,VND-0040,Alorica,Tech Support Services,Analyst rankings,2,BPO,,HIGH,2025-01,Analyst,AI-guided troubleshooting,,,
SVM-03951,ST-CO-003-01-01,VND-0039,TTEC,#3 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,40+ years tech support,,,
SVM-03952,ST-CO-003-01-01,VND-1113,ModSquad,Top 3 CX Outsourcing,Frost & Sullivan 2025,2,Specialist,,HIGH,2025-01,Analyst,"2x faster ramp, top 1% experts",,,
SVM-03953,ST-CO-003-01-02,VND-0036,Teleperformance,#6 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,Microsoft certifications,,,
SVM-03954,ST-CO-003-01-02,VND-0037,Concentrix,#5 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,Dedicated Tech Support division,,,
SVM-03955,ST-CO-003-01-02,VND-0040,Alorica,Tech Support Services,Analyst rankings,2,BPO,,HIGH,2025-01,Analyst,AI-guided troubleshooting,,,
SVM-03956,ST-CO-003-01-02,VND-0039,TTEC,#3 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,40+ years tech support,,,
SVM-03957,ST-CO-003-01-02,VND-1113,ModSquad,Top 3 CX Outsourcing,Frost & Sullivan 2025,2,Specialist,,HIGH,2025-01,Analyst,"2x faster ramp, top 1% experts",,,
SVM-03958,ST-CO-003-01-03,VND-0036,Teleperformance,#6 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,Microsoft certifications,,,
SVM-03959,ST-CO-003-01-03,VND-0037,Concentrix,#5 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,Dedicated Tech Support division,,,
SVM-03960,ST-CO-003-01-03,VND-0040,Alorica,Tech Support Services,Analyst rankings,2,BPO,,HIGH,2025-01,Analyst,AI-guided troubleshooting,,,
SVM-03961,ST-CO-003-01-03,VND-0039,TTEC,#3 Insignia 2025,Insignia Resources,1,BPO,,HIGH,2025-01,Analyst,40+ years tech support,,,
SVM-03962,ST-CO-003-01-03,VND-1113,ModSquad,Top 3 CX Outsourcing,Frost & Sullivan 2025,2,Specialist,,HIGH,2025-01,Analyst,"2x faster ramp, top 1% experts",,,
SVM-03963,ST-CO-003-01-04,VND-0041,Genpact,Leader/Star Performer,Everest PEAK Matrix,1,IT Services,,HIGH,2025-01,Analyst,"ServiceNow ITSM, lab facilities",,,
SVM-03964,ST-CO-003-01-04,VND-0038,Foundever,BPS Top 50,Everest Group,1,BPO,,HIGH,2025-01,Analyst,"ITIL best practices, Tech Academy",,,
SVM-03965,ST-CO-003-01-04,VND-0009,Cognizant,Leader,Everest PEAK Matrix,1,IT Services,,HIGH,2025-01,Analyst,AI/NLP service desk,,,
SVM-03966,ST-CO-003-01-04,VND-0074,Sutherland,80% tech revenue,Industry specialist,2,BPO,,HIGH,2025-01,Analyst,35+ years tech help-desk,,,
SVM-03967,ST-CO-003-01-04,VND-0042,WNS,IT CoE,ISG Provider Lens,2,IT Services,,HIGH,2025-01,Analyst,IT Helpdesk Center of Excellence,,,
SVM-03968,ST-CO-003-02-01,VND-0041,Genpact,Leader/Star Performer,Everest PEAK Matrix,1,IT Services,,HIGH,2025-01,Analyst,"ServiceNow ITSM, lab facilities",,,
SVM-03969,ST-CO-003-02-01,VND-0038,Foundever,BPS Top 50,Everest Group,1,BPO,,HIGH,2025-01,Analyst,"ITIL best practices, Tech Academy",,,
SVM-03970,ST-CO-003-02-01,VND-0009,Cognizant,Leader,Everest PEAK Matrix,1,IT Services,,HIGH,2025-01,Analyst,AI/NLP service desk,,,
SVM-03971,ST-CO-003-02-01,VND-0074,Sutherland,80% tech revenue,Industry specialist,2,BPO,,HIGH,2025-01,Analyst,35+ years tech help-desk,,,
SVM-03972,ST-CO-003-02-01,VND-0042,WNS,IT CoE,ISG Provider Lens,2,IT Services,,HIGH,2025-01,Analyst,IT Helpdesk Center of Excellence,,,
SVM-03973,ST-CO-003-03-01,VND-0041,Genpact,Leader/Star Performer,Everest PEAK Matrix,1,IT Services,,HIGH,2025-01,Analyst,Enterprise ITSM,,,
SVM-03974,ST-CO-003-03-01,VND-0009,Cognizant,Leader,Everest PEAK Matrix,1,IT Services,,HIGH,2025-01,Analyst,Expert AI/cloud support,,,
SVM-03975,ST-CO-003-03-01,VND-0042,WNS,IT CoE,ISG Provider Lens,1,IT Services,,HIGH,2025-01,Analyst,"App dev, infra management",,,
SVM-03976,ST-CO-003-03-01,VND-0003,TCS,BPS Top 50 #7,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Enterprise scale,,,
SVM-03977,ST-CO-003-03-01,VND-0001,Accenture,BPS Top 50 #2,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Enterprise transformation,,,
SVM-03978,ST-CO-003-04-01,VND-0037,Concentrix,Leader + Star Performer,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,Field service coordination,,,
SVM-03979,ST-CO-003-04-01,VND-0006,Conduent,Govt specialist,Everest Group,1,BPO,,HIGH,2025-01,Analyst,Dispatch operations,,,
SVM-03980,ST-CO-003-04-01,VND-0039,TTEC,BPS Top 50 #29,Everest Group,2,BPO,,HIGH,2025-01,Analyst,Service dispatch,,,
SVM-03981,ST-CO-003-04-01,VND-0038,Foundever,ISG Leader,ISG Provider Lens,2,BPO,,HIGH,2025-01,Analyst,Field service support,,,
SVM-03982,ST-CO-003-04-01,VND-0042,WNS,BPS Top 50 #34,Everest Group,2,IT Services,,HIGH,2025-01,Analyst,Operations support,,,
SVM-03983,ST-CO-004-01-01,VND-0037,Concentrix,Leader + Star Performer,Everest Group CXM 2025,1,BPO,,HIGH,2025-01,Analyst,Onboarding excellence,,,
SVM-03984,ST-CO-004-01-01,VND-0038,Foundever,Gold BPO Partnership,European CC Awards 2025,1,BPO,,HIGH,2025-01,Analyst,New customer activation,,,
SVM-03985,ST-CO-004-01-01,VND-0043,TaskUs,Fastest-growing BPO,Everest Group,2,Digital Specialist,,HIGH,2025-01,Analyst,Digital onboarding,,,
